ID,Name,Disciplines,Projects,Organisations,Publications
3d7d94b9-c614-4384-a2c2-47f9c5be85ba,Livin MOSHA,['06049999'],[],"['4dffae80-2e03-4c18-83d8-8ff25914202d', '3f30ccba-e6a7-4402-a535-58b96260658f', '5bbb597e-bb7c-4172-b8f0-6007553c8d0f']","['6f16d30a-7ef9-453c-bd5d-1c5915802fcc', '64b45de5-24e2-48bd-bf5d-213fe42df0f2']"
d7455a9d-4742-408b-9dd5-4c3c97f70f33,Hamza KHAN,"['01020102', '01020501', '01020505', '02080403', '03010207', '03020202', '03020207', '05010503']",[],"['56b4c9d8-bca1-4b25-abc5-9b761eeb6e0a', 'f15720f8-954e-4fbe-9e9a-c3573427e5b5', 'abc3b4af-05a2-4b41-91fb-7c1a5a781010', 'eb6b8bd9-cbd1-4155-835f-93816dc4ca58']",[]
e6670d53-fae2-4c5c-a776-216c6e943e42,Hendrik Larmuseau,"['050402', '050404', '050406', '050407', '050408', '050410', '050499']",[],['03e1e515-5040-4391-9030-3d4e1007ee10'],"['925c6d0a-497b-49b6-8382-aa1cfca28a4f', 'book-component:925c6d0a-497b-49b6-8382-aa1cfca28a4f', 'e528924a-e898-4dea-8390-098071cd9d74', 'e0e5fc71-aef4-45b5-8d2f-874d72b8d32b', '9d8c2165-3cc0-4128-940a-520d8b6b6f3e', '2574f32e-fee0-4dbf-89be-98380f57fc7f', '6a81ee96-bb63-4f09-b564-856b7d41d4b2', 'acb91a2a-9ff9-4170-bf88-49a2c84c97cf']"
20f05990-00eb-4545-97a4-839eba6071be,Sibylle De Sadeleer,[],[],['8de8fb5d-54c2-4911-b13f-9cb35721d086'],['b5b23f34-d461-494b-a956-1acdf6490127']
7b7d10c1-8634-4cf1-8b70-cbed1e0a7208,Koert David,[],[],['8de8fb5d-54c2-4911-b13f-9cb35721d086'],['ee77e4d5-09b1-4494-909f-1ff7cc788bfe']
4943817c-84e2-4d93-b3fc-4c4445ffef7a,Almer Gungor,['05030111'],['ac727af9-163f-4478-81a3-2f6d387b3e88'],['52f1ce77-d37d-424d-8dee-7e938027d441'],[]
520f25c6-1a9e-482c-bdba-7c2d4ec3aea2,Dieter Nuytten,[],[],['8de8fb5d-54c2-4911-b13f-9cb35721d086'],"['2c696294-70fe-4635-8514-d125da15ed19', 'dab1bec3-4eb9-4d3f-a71b-06e4712e79f0', '9d23db39-dc03-44a2-a14f-fd9bab78c782', '635f42d5-9ef1-4ba9-8363-d0aa2ffc9ff2', '74708221-a040-4554-a23a-0fd628f997a1', 'efb55d3e-28ea-4f25-9261-483eff80cdbf', 'book-component:efb55d3e-28ea-4f25-9261-483eff80cdbf', 'aeb5a371-868e-4dc4-b206-361c2b4f5c58', 'ce58f552-7c67-4d3b-b86d-b6f4f3fb02fd', 'feab15c8-7a31-4c37-b787-21919b9944d2', '6f79d7f0-acfd-45fe-b2ab-8570a79d4d7a', 'f568e2dd-ded6-497a-93e9-cae5d678dd62', '9e42227b-dd92-4295-b000-29ffcdaa4427', '8b3c7182-3225-4c79-9ccd-5beab46d5bfb', '5f3e5df3-c45f-4f24-98b7-2508fa1569d9', 'a824c84f-1d1f-4289-a037-1f5972aee12a', 'b808d2fd-fac8-48a3-bdec-8334ece53bff', 'd5b13cce-3688-4af5-8568-7b41e9a285ae', '6897b0fc-89e9-4ea3-a668-2aa3c21828f9', '157e4944-1231-4d0c-8ace-2ecaebce2700', '526d22c2-20c8-4477-a8bc-a872e3d90619']"
8d53c8ce-a066-455c-a5fc-848ac948e95a,Luc Régal,"['010602', '030117', '030617']",['90c8c747-f15d-4a41-b7fc-c7ef3329aed4'],['38900cc8-0817-4b40-bebb-c0d4abdfb5e6'],"['afbb1804-81f7-432a-8332-e04a2f827e80', '1cc253e5-4ede-4bbf-8f3b-c9ae3b4fced0', '7a7f35db-b348-448d-82ab-5e590bf57642', '47aaec61-1552-48fe-826c-033576e9c3be', 'a3fa36b0-6a14-4ba4-8f58-8d981bd7060c', '738a3453-e2df-487d-aa40-238c9f8a66ac', '1ed050e8-e051-49e1-abe3-449937e17dec', '0057fdcc-cf2f-4745-86a9-cfd3ff7183d7', '0314c24d-222b-4fa8-970a-bac5847b8b59', '529d5251-0ade-49d1-8856-615024fe9ba1', 'a34bf84e-1972-458d-8be1-0740de8dd64b', 'c11bb0fc-f27f-43d5-8e8b-91afb01384bb', 'ed42d490-4154-4a08-90cf-1eaef0f477ec', 'bc60afcf-9e84-4240-b962-1d6cd5cd572b', '5590dab3-afb0-46f4-a385-d7b9561116b0', '68496736-4dde-4b99-a659-998321bef901', '2f14b471-94d8-45c8-8cb8-aed5b27198ba', '55be179c-ebdf-4d0a-b883-23281f3996e2', 'c6086193-6328-432a-8062-fa8ebdbf481d', '0b264df8-16c0-46ee-9e53-f66ace2bde8b', '71e48b06-c3e2-442a-a880-86202f48d388', 'bd1187cd-16ea-478f-8467-0ef41b858105', 'cfabc4aa-e479-4552-956c-a630eeba3297', '6fdaab05-ef52-444d-9fd1-bfa75e84c49c', '0a65627d-2186-4a8a-a58e-c2a26cfc7131', '55803f0c-d744-4e84-85f3-d8624378a533', 'a988bcfb-5416-4f3c-9570-f3128e4df25c', '46b649cb-bf09-4f8c-9f9f-fb636d351529', '038556d4-62e6-4f8a-860a-f87abc370553', '542e45f8-d79a-498b-81e2-5815ba28e809', 'dd409b28-4474-49b9-b505-747cb6b3f6bc', 'bd42a977-3ae1-48ec-8ac6-4894769f2ba9', '82b3aed4-1ad1-4a2b-8988-32b35028bce1', '4629eb5b-dde5-48fe-8f12-fb2c3922f40f', '252adf9f-4dcd-4de6-a1d9-e3267f2cb138', 'a8bb5ec4-458a-45d4-9337-0a7e9a6e8093', 'bcfcd832-76c4-4d9d-a6bb-3ba9da751b57', 'e70c38da-c9f9-43f7-a603-19b57df39e42', '76601021-6d84-47d9-9db7-65299fecfd3d', '02947927-ce1b-4561-b952-d9518823f294', 'b8f3a653-f27a-470b-9e78-e1b140470470', 'e5493c84-a14b-44b8-b731-65a91edb4b85', '15633019-2bf1-4d7e-b95b-9e35a459d706', '13ec40ee-4d0e-4909-93ba-a4f6f6e293db', '2e944a7c-43b7-4e9d-9248-2479e84c9d34', '46359c19-d14a-41f3-b3ae-5dfebeae316f', '9bf7c4bb-4c05-463c-a90b-97134df2e83c', '2c7036d2-99d5-4974-abf3-090019720415', '21ee02b0-fb0e-4834-8040-1b07a4dfd4ca', 'de18ef45-8b65-42cf-95c4-d0915933a377', '547e691d-aaa4-4baa-9de3-71f9801cd491', 'c98f680b-e785-4439-8d61-650603cba440', '6fd63f3a-d34e-439d-b510-49e08464ff1e', '01719708-5a52-4b62-a080-84f98c784902', 'ab626d11-a5ac-4cd9-892e-cbe748c6fdff', '0e683f4e-902d-47b6-868d-e35893c62121']"
15e91ac4-9e11-48ea-ad74-e4a966f3d068,Stan Blomme,['01061009'],[],['9b5a1fad-ec01-4e6f-a258-f32759457dfb'],[]
b80175b4-a297-47a1-8a84-30fdd89b617e,Wannes Nauwynck,"['01060803', '01060312', '01060305']","['f6788254-79eb-420d-ac79-36f3ad1c7444', '709812ad-0edf-4bc5-80bc-014af97be5e8']",['ce1ce9f0-d2d4-4e62-9383-98393355ddf9'],[]
12a18f55-5c4c-4a81-a268-047505742c65,Anne-Lise Montreuil,[],[],"['b2e4f3b8-42d2-46f6-990b-b319460b2155', '637f61df-892b-45ff-9e3a-263090cfb2e8']","['0c362b0a-ee5b-488d-be2f-03f4cae46bcc', 'book-component:0c362b0a-ee5b-488d-be2f-03f4cae46bcc', 'faaca830-7ee7-4a3a-8d77-43d01574b299', '49d1a8a5-f0ef-4517-872d-8d56b3a84d0d', 'efe1c82f-30be-4237-a32b-715546e843a7', '81af1050-92aa-4fba-b4df-262e10b52506', 'e2a73add-97eb-4f40-9be8-7cee1737f8d6', '40c97bff-066c-4563-bc16-741bb77870da']"
7ae66f13-b62b-4901-9801-426ebf335a7f,Lin Nan,[],[],['0016eb38-4374-4747-a43f-c408af2c2d70'],[]
09397e92-0002-4e06-b738-fb52dcc86aa7,Astrid PUES,"['03019999', '03011499', '03050101', '03050102', '03061404', '03062305']","['e260fb11-0bcf-4ee9-b0af-5af91fcabaac', '04b6da4f-fc48-48ab-80ea-752eab9814ce']","['b0b871a4-3737-4271-82bc-34bb29d0b1cb', 'e94dce62-37a1-4db4-b508-81052f4c9a8b', '56b4c9d8-bca1-4b25-abc5-9b761eeb6e0a', 'f15720f8-954e-4fbe-9e9a-c3573427e5b5', 'eb6b8bd9-cbd1-4155-835f-93816dc4ca58', 'abc3b4af-05a2-4b41-91fb-7c1a5a781010']","['50eb240c-0324-4285-a9c0-12d9c958c9f3', 'f13c3d1f-57a5-4f96-926e-b92cd8e87866']"
95cd67c8-01cd-41e1-946f-56a7d493db72,Willem Goossens,['01061006'],[],['c5a47d38-b0f4-42b2-8005-75e1536b6b7f'],[]
6c1da1f4-ccc6-4a1d-a936-99bad3488dc6,Gilles Van Eygen,['02040501'],['638e1f28-aa54-49e7-aad0-0e7dfaabb824'],['49547dd0-08f7-4ae5-9dfa-c00833d30216'],[]
