ID,Name,Start,End,Disciplines,Persons,Organisations,Publications,when_added
c1541d7b-744c-41ff-ad13-29c149e76978,LncRNAs as modulators of protein synthesis rewiring in cancer,2017-07-01Z,2018-06-30Z,"['030122', '030124', '030622', '030624']","['6b4bf705-9a31-4d72-aad1-4f05c2d36db9', '8dcb222e-c938-42aa-bba5-ce95eae4eba6']","['2d420102-aa8a-4417-8d8b-9c0ad8a863b2', 'e93da00c-0d89-4f93-b6f3-89a62eafe797']",[],1
3b781ea2-6b13-4a0f-a345-a8534f9739fe,Inflowreact.,2013-10-01Z,2015-09-30Z,"['010402', '010405', '010408', '010499']",['d87fe0ca-5337-404e-8c5e-cafe02b15b79'],['746102a5-2866-46da-9355-8eba3a8ff775'],[],1
810aaac9-1b51-40c9-89a4-ef1f1e6d42a3,Real Obligations at the Edge of Contract and Property,2014-09-01Z,2019-09-06Z,"['050502', '050599']","['4f926096-4694-48fa-b341-5afb2248cda0', '61cf62ba-d3da-418b-8a38-0c0ba24126c7']","['05eabab0-daa0-4484-b784-6b66f2c6eadf', 'd338c014-60fb-404c-880e-0d466075d84d']",['ea9dc5d1-3197-4ca1-a01b-88d1a903c540'],1
642da82a-e2eb-43fb-b028-01d122adfa0a,Representation of time in the cerebellum: a computational-experimental approach.,2008-01-01Z,2011-12-31Z,"['010207', '010603', '020803', '030102', '030103', '030123', '030202', '030203', '030223', '030301', '030303', '030602', '030603', '030623', '050103', '050105', '050106']","['a2737e09-a440-450b-8381-d81b4bbbc9d1', 'e006d37d-bca3-4984-9eac-8d652b4098e8']","['90091dbf-235a-4e52-a471-e4f19bca5c2a', '90091dbf-235a-4e52-a471-e4f19bca5c2a']",[],1
7e8e860a-fafa-45b4-b27a-509af81364d8,POTENTIAL - Power to Teach All. Competence development to create inclusive learning environments.,2016-01-01Z,2020-02-29Z,"['050301', '050302', '050304', '050308', '050399']","['aa0856f6-832e-42a6-adb4-975f9d990401', '6cefb158-79af-479a-82ed-e7313e0d0233']","['daa3654e-b9c4-490b-a15c-152abb008ad7', 'daa3654e-b9c4-490b-a15c-152abb008ad7']",[],1
756ad5b5-94d8-4cbb-8974-a019d9c4b28e,Soutien pour la consolidation de la Plateforme belge de lutte contre la précarité énergétique.,2014-05-28Z,2014-08-31Z,"['050402', '050404', '050406', '050407', '050408', '050410', '050499']",['c6aec47f-bfe6-41b9-8912-a5ff376ae09e'],['a9069ebd-6157-46d4-a1ed-f6b0ac0700ea'],[],1
b794f6b1-e675-400d-9faf-12ad8679467c,Highly visible light responsive black titania for photo-electrochemical applications: the electrosensing of polyphenols in flow mode.,2018-10-01Z,2021-09-30Z,"['010401', '010402', '010405', '010406', '010408', '010499']","['05a541ad-dee5-4a87-a803-32850fe4c25e', 'b66cbcd6-4c18-44e6-8d15-c19350644585', '4875a134-228d-409d-87ed-e35ad3ccf7a5', '2395e7fc-e0c1-4648-b8e1-f13bf269375a']","['c03640b3-4e66-4fb5-87a9-a64ac4cdd230', '2b9c7e71-73b3-4d90-873d-d1ed1cb000c2', '2b9c7e71-73b3-4d90-873d-d1ed1cb000c2', '618214c2-a5aa-4c22-a60b-5034f7280416']",[],1
22d72803-8ed1-4001-8b22-64f97b6b20f8,"Deformed wing virus, the cause of colony collapse disorder in honeybees",2011-01-01Z,2016-12-31Z,"['040201', '030620', '010608', '030220', '010601', '010606', '030120']",['789a3d12-df50-4d77-a33f-81958e05b323'],['adbfa1d6-6a4b-4abf-8dc4-ea71c647af26'],[],1
df9d3b05-8a75-49ea-83c6-52519c4dc086,Simulation and measurement of liquid crystal devices with micrometer-scale variations for diffractive optics applications,2008-10-01Z,2011-04-18Z,"['010103', '020206', '020504', '020205']","['aab2356c-fa01-46e1-ab43-998690fae7e9', '62620476-736c-4b5b-9906-11c8baa6523c']","['139a6099-d605-4adc-8aea-f16604081f68', '139a6099-d605-4adc-8aea-f16604081f68']",[],1
2eecd723-bd4d-4cee-bcbb-825c952b2cd0,Industrial predictive CAE solutions and validations for nominal and as-manufactured strength of composite material systems,2014-11-01Z,2017-10-31Z,"['020110', '020199']",['4efd1a0a-3b71-4800-8db4-30b012026edc'],['f31ff651-5588-4f12-a982-58cf0fe7afaa'],[],1
