,0101,0102,0103,0104,0105,0106,0107,0199,0201,0202,0203,0204,0205,0206,0207,0208,0299,0301,0302,0303,0304,0305,0306,0399,0401,0402,0499,0501,0502,0503,0504,0505,0506,0507,0508,0599,0601,0602,0603,0604,0699
0101,0.000,0.271,0.265,0.631,0.561,0.588,0.476,1.000,0.498,0.417,0.405,0.765,0.578,0.665,0.736,0.391,0.505,0.523,0.673,0.460,1.000,0.676,0.565,1.000,0.687,0.681,1.000,0.643,0.396,0.659,0.770,0.632,1.000,0.670,0.724,0.611,0.662,0.763,0.669,0.743,1.000
0102,0.271,0.000,0.446,0.648,0.465,0.428,0.448,0.582,0.508,0.281,0.364,0.512,0.652,0.368,0.647,0.283,0.417,0.428,0.469,0.447,0.522,0.670,0.496,1.000,0.466,1.000,1.000,0.408,0.381,0.545,0.620,0.590,0.651,0.714,0.507,1.000,0.592,0.478,0.576,0.487,0.639
0103,0.265,0.446,0.000,0.272,0.449,0.538,0.639,1.000,0.788,0.307,0.433,0.474,0.350,0.492,0.621,0.431,0.592,0.519,0.569,1.000,0.638,0.695,0.586,1.000,1.000,1.000,1.000,0.712,0.806,0.760,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.770,1.000,1.000
0104,0.631,0.648,0.272,0.000,0.499,0.362,0.401,1.000,0.645,0.325,0.424,0.215,0.240,0.548,0.377,0.608,0.614,0.458,0.538,0.806,0.571,0.303,0.528,1.000,0.403,0.547,0.643,0.808,0.823,0.779,0.805,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.788,0.615,1.000
0105,0.561,0.465,0.449,0.499,0.000,0.305,0.206,0.508,0.357,0.578,0.492,0.569,0.580,1.000,0.483,0.484,0.361,0.748,1.000,1.000,1.000,1.000,1.000,1.000,0.367,1.000,1.000,0.750,0.685,1.000,0.522,0.606,0.716,0.643,0.699,1.000,0.401,0.739,1.000,1.000,1.000
0106,0.588,0.428,0.538,0.362,0.305,0.000,0.239,0.463,0.603,0.490,0.591,0.440,0.547,0.364,0.259,0.518,0.773,0.210,0.335,0.441,0.534,0.348,0.310,1.000,0.272,0.411,0.463,0.676,0.774,0.803,0.672,0.748,0.801,1.000,0.707,1.000,0.527,1.000,0.624,0.804,1.000
0107,0.476,0.448,0.639,0.401,0.206,0.239,0.000,0.383,0.373,0.555,0.574,0.400,0.457,1.000,0.374,0.452,0.407,0.598,0.631,0.443,0.663,0.670,0.716,1.000,0.273,0.675,0.595,0.768,0.476,0.565,0.442,0.677,0.600,0.485,0.633,1.000,0.515,1.000,1.000,0.654,1.000
0199,1.000,0.582,1.000,1.000,0.508,0.463,0.383,0.000,1.000,1.000,1.000,0.543,1.000,1.000,0.419,0.511,0.334,1.000,1.000,1.000,1.000,1.000,0.584,1.000,0.547,1.000,0.365,0.553,1.000,0.426,0.549,1.000,1.000,1.000,0.350,0.375,1.000,1.000,1.000,1.000,0.356
0201,0.498,0.508,0.788,0.645,0.357,0.603,0.373,1.000,0.000,0.477,0.351,0.492,0.329,0.761,0.435,0.436,0.306,0.784,1.000,0.654,0.764,1.000,0.811,1.000,0.525,1.000,1.000,0.621,0.452,0.673,0.376,0.697,0.429,0.292,0.654,0.483,0.456,1.000,0.765,0.304,1.000
