,0101,0102,0103,0104,0105,0106,0107,0199,0201,0202,0203,0204,0205,0206,0207,0208,0299,0301,0302,0303,0304,0305,0306,0399,0401,0402,0499,0501,0502,0503,0504,0505,0506,0507,0508,0599,0601,0602,0603,0604,0699,0700
0101,0.000,0.319,0.410,0.734,0.644,0.435,0.498,0.546,0.554,0.555,0.558,0.842,0.684,0.650,0.666,0.489,0.548,0.521,0.566,0.373,0.725,0.591,0.576,0.738,0.581,0.633,0.807,0.496,0.402,0.572,0.602,0.719,0.926,0.772,0.701,0.741,0.902,0.701,0.759,0.837,1.000,0.714
0102,0.319,0.000,0.490,0.645,0.669,0.494,0.604,0.615,0.555,0.305,0.432,0.714,0.627,0.503,0.678,0.296,0.405,0.487,0.505,0.483,0.500,0.629,0.501,0.629,0.521,0.770,0.804,0.466,0.417,0.533,0.660,0.545,0.758,0.590,0.489,0.657,0.585,0.398,0.526,0.562,0.635,0.815
0103,0.410,0.490,0.000,0.299,0.504,0.596,0.559,0.530,0.773,0.332,0.463,0.453,0.380,0.691,0.707,0.449,0.520,0.565,0.705,0.664,0.830,0.657,0.592,0.862,0.737,0.975,0.987,0.788,0.746,0.674,0.931,1.000,1.000,0.840,0.807,0.864,0.696,0.984,0.944,0.810,0.952,0.713
0104,0.734,0.645,0.299,0.000,0.615,0.429,0.456,0.534,0.702,0.465,0.509,0.243,0.292,0.472,0.411,0.645,0.666,0.433,0.575,0.722,0.664,0.368,0.457,0.755,0.527,0.702,0.762,0.788,0.621,0.784,0.873,0.891,0.903,0.933,0.982,0.739,0.776,0.995,0.715,0.713,0.828,0.779
0105,0.644,0.669,0.504,0.615,0.000,0.421,0.354,0.709,0.459,0.636,0.589,0.529,0.602,0.700,0.580,0.681,0.548,0.650,0.869,0.688,0.791,0.785,0.666,0.992,0.423,0.736,0.845,0.886,0.721,0.681,0.617,1.000,0.845,0.466,0.554,0.686,0.475,1.000,0.964,0.522,0.903,1.000
0106,0.435,0.494,0.596,0.429,0.421,0.000,0.292,0.518,0.645,0.582,0.625,0.524,0.552,0.367,0.380,0.518,0.627,0.267,0.397,0.477,0.508,0.408,0.313,0.508,0.261,0.374,0.502,0.576,0.587,0.665,0.649,0.700,0.850,0.673,0.573,0.698,0.729,0.960,0.722,0.705,0.886,0.799
0107,0.498,0.604,0.559,0.456,0.354,0.292,0.000,0.575,0.494,0.590,0.631,0.491,0.677,0.625,0.478,0.591,0.532,0.564,0.611,0.560,0.736,0.561,0.607,0.891,0.290,0.495,0.721,0.821,0.495,0.638,0.617,0.750,0.688,0.475,0.495,0.596,0.575,0.957,0.859,0.519,0.840,0.920
0199,0.546,0.615,0.530,0.534,0.709,0.518,0.575,0.000,0.854,0.698,0.810,0.625,0.717,0.754,0.736,0.731,0.817,0.664,0.729,0.902,0.861,0.816,0.669,0.961,0.601,0.765,0.981,0.909,0.790,0.732,0.903,1.000,0.826,0.740,1.000,0.677,0.900,1.000,0.968,0.783,0.940,1.000
0201,0.554,0.555,0.773,0.702,0.459,0.645,0.494,0.854,0.000,0.478,0.463,0.620,0.366,0.760,0.582,0.550,0.433,0.758,0.783,0.636,0.634,0.938,0.854,0.816,0.610,0.931,0.979,0.519,0.406,0.627,0.491,0.662,0.637,0.461,0.552,0.542,0.547,0.825,0.822,0.271,0.680,0.415
