Loi,fos_codes
c:vabb:290460,3.1
c:vabb:290460,5.1
c:vabb:290465,3.2
c:vabb:290467,3.3
c:vabb:290478,3.2
c:vabb:290479,3.3
c:vabb:290486,6.1.1
c:vabb:290518,3.3
c:vabb:290519,3.3
c:vabb:290521,3.3
c:vabb:290522,3.1
c:vabb:290522,3.2
c:vabb:290523,3.2
c:vabb:290524,3.3
c:vabb:290525,3.1
c:vabb:290525,3.2
c:vabb:290526,3.3
c:vabb:290527,3.3
c:vabb:290531,3.1
c:vabb:290550,3.5
c:vabb:290555,3.2
c:vabb:290562,3.2
c:vabb:290563,3.2
c:vabb:290566,3.2
c:vabb:290567,3.2
c:vabb:290568,3.3
c:vabb:290591,6.2.1
c:vabb:290601,6.4
c:vabb:290643,6.2.2
c:vabb:290769,6.2.2
c:vabb:290769,6.3.2
c:vabb:290777,5.2
c:vabb:290778,5.2
c:vabb:290779,5.2
c:vabb:290780,5.2
c:vabb:290781,5.2
c:vabb:290786,5.2
c:vabb:290787,5.2
c:vabb:290789,5.6
c:vabb:290789,5.4
c:vabb:290792,5.2
c:vabb:290794,5.2
c:vabb:290801,5.5
c:vabb:290804,5.5
c:vabb:290808,5.5
c:vabb:290809,6.3.2
c:vabb:290810,6.3.2
c:vabb:290811,6.3.2
c:vabb:290812,6.3.1
c:vabb:290813,6.3.2
c:vabb:290816,5.5
c:vabb:290817,6.3.2
c:vabb:290819,6.3.1
c:vabb:290820,6.3.2
c:vabb:290821,6.3.2
c:vabb:290822,6.3.2
c:vabb:290825,6.3.2
c:vabb:290826,6.3.2
c:vabb:290828,6.3.1
c:vabb:290829,6.3.2
c:vabb:290830,6.3.2
c:vabb:290832,1.5
c:vabb:290833,6.3.2
c:vabb:290834,6.3.2
c:vabb:290835,6.3.2
c:vabb:290841,6.3.1
c:vabb:290843,6.3.1
c:vabb:290845,6.3.2
c:vabb:290847,6.3.2
c:vabb:290848,6.3.2
c:vabb:290851,6.3.2
c:vabb:290852,6.3.2
c:vabb:290856,6.3.2
c:vabb:290859,6.3.1
c:vabb:290865,6.3.2
c:vabb:290866,6.3.2
c:vabb:290868,6.3.2
c:vabb:290874,6.3.2
c:vabb:290875,6.3.2
c:vabb:290876,6.3.2
c:vabb:290878,6.3.2
c:vabb:290914,6.3.1
c:vabb:290920,6.3.2
c:vabb:290921,6.3.2
c:vabb:290923,6.3.2
c:vabb:290924,6.3.2
c:vabb:290925,6.3.2
c:vabb:290926,6.3.2
c:vabb:290927,6.3.2
c:vabb:290928,6.3.2
c:vabb:290930,6.3.2
c:vabb:290931,6.3.2
c:vabb:290933,6.3.2
c:vabb:290934,6.3.2
c:vabb:290935,6.3.2
c:vabb:290936,6.3.2
c:vabb:290938,6.3.2
c:vabb:290940,6.3.2
c:vabb:290941,6.3.2
c:vabb:290942,6.3.2
c:vabb:290943,6.3.2
c:vabb:290946,6.2.1
c:vabb:290946,6.3.2
c:vabb:290947,6.3.2
c:vabb:290948,6.3.2
c:vabb:290949,6.3.2
c:vabb:290950,6.3.2
c:vabb:290951,6.3.2
c:vabb:290952,6.3.2
c:vabb:290953,6.3.2
c:vabb:290957,6.3.2
c:vabb:290958,6.3.2
c:vabb:290959,6.3.2
c:vabb:290960,6.3.2
c:vabb:290962,6.1.1
c:vabb:290962,6.3.2
c:vabb:290963,6.3.2
c:vabb:290964,6.3.2
c:vabb:290965,6.3.2
c:vabb:290966,6.3.2
c:vabb:290968,6.2.2
c:vabb:290969,6.3.2
c:vabb:290974,6.3.2
c:vabb:290975,6.3.2
c:vabb:290976,6.3.2
c:vabb:290978,6.1.1
c:vabb:290979,6.3.2
c:vabb:290980,6.3.2
c:vabb:290994,6.3.2
c:vabb:290996,6.3.2
c:vabb:290998,6.3.2
c:vabb:291000,6.3.2
c:vabb:291002,6.3.2
c:vabb:291003,6.3.2
c:vabb:291004,6.3.2
c:vabb:291007,6.3.2
c:vabb:291008,6.3.2
c:vabb:291010,6.3.2
c:vabb:291011,6.3.2
c:vabb:291012,6.3.2
c:vabb:291013,6.3.2
c:vabb:291014,6.3.2
c:vabb:291015,6.3.2
c:vabb:291016,6.3.2
c:vabb:291019,6.3.2
c:vabb:291020,6.3.2
c:vabb:291021,6.3.2
c:vabb:291022,6.3.2
c:vabb:291023,6.3.2
c:vabb:291036,6.3.2
c:vabb:291048,6.3.2
c:vabb:291050,6.3.2
c:vabb:291051,6.3.2
c:vabb:291064,6.3.2
c:vabb:291065,6.3.2
c:vabb:291066,5.2
c:vabb:291067,5.2
c:vabb:291068,5.2
c:vabb:291070,5.2
c:vabb:291072,5.2
c:vabb:291073,5.2
c:vabb:291074,5.2
c:vabb:291075,1.5
c:vabb:291075,2.7
c:vabb:291076,5.2
c:vabb:291079,5.2
c:vabb:291082,5.6
c:vabb:291086,5.2
c:vabb:291088,5.2
c:vabb:291090,5.2
c:vabb:291094,5.2
c:vabb:291096,5.8
c:vabb:291098,5.2
c:vabb:291101,6.3.1
c:vabb:291104,6.3.2
c:vabb:291106,6.3.1
c:vabb:291111,5.2
c:vabb:291112,1.5
c:vabb:291114,5.2
c:vabb:291114,5.5
c:vabb:291116,5.5
c:vabb:291118,5.2
c:vabb:291121,2.5
c:vabb:291123,2.7
c:vabb:291124,5.2
c:vabb:291126,2.1
c:vabb:291128,5.2
c:vabb:291131,5.2
c:vabb:291133,5.2
c:vabb:291134,5.2
c:vabb:291137,1.2
c:vabb:291137,5.5
c:vabb:291137,6.3.1
c:vabb:291137,5.4
c:vabb:291145,5.2
c:vabb:291146,5.2
c:vabb:291147,5.2
c:vabb:291148,5.2
c:vabb:291149,5.2
c:vabb:291150,5.2
c:vabb:291151,5.2
c:vabb:291153,5.2
c:vabb:291154,5.2
c:vabb:291155,5.2
c:vabb:291182,5.5
c:vabb:291196,5.4
c:vabb:291204,3.5
c:vabb:291229,3.5
c:vabb:291264,5.6
c:vabb:291264,5.7
c:vabb:291286,5.2
c:vabb:291302,5.6
c:vabb:291305,5.2
c:vabb:291305,5.5
c:vabb:291305,5.6
c:vabb:291312,5.4
c:vabb:291326,5.4
c:vabb:291329,5.7
c:vabb:291364,6.4
c:vabb:291371,6.2.1
c:vabb:291372,5.1
c:vabb:291373,5.1
c:vabb:291380,5.1
c:vabb:291381,1.2
c:vabb:291382,5.1
c:vabb:291383,3.3
c:vabb:291383,5.1
c:vabb:291384,5.1
c:vabb:291385,5.1
c:vabb:291386,5.1
c:vabb:291388,5.1
c:vabb:291389,5.1
c:vabb:291390,5.1
c:vabb:291391,3.1
c:vabb:291391,5.1
c:vabb:291392,5.1
c:vabb:291393,3.2
c:vabb:291393,5.1
c:vabb:291394,5.1
c:vabb:291395,5.1
c:vabb:291396,5.1
c:vabb:291397,5.1
c:vabb:291398,5.1
c:vabb:291399,5.1
c:vabb:291400,5.1
c:vabb:291402,3.1
c:vabb:291402,3.2
c:vabb:291405,3.2
c:vabb:291407,3.2
c:vabb:291408,5.1
c:vabb:291409,5.1
c:vabb:291410,6.1.1
c:vabb:291411,1.5
c:vabb:291412,1.5
c:vabb:291418,6.2.1
c:vabb:291420,3.1
c:vabb:291420,3.2
c:vabb:291427,6.2.2
c:vabb:291435,6.5
c:vabb:291435,5.7
c:vabb:291437,6.1.2
c:vabb:291439,6.1.2
c:vabb:291440,1.6
c:vabb:291442,6.1.1
c:vabb:291443,6.1.1
c:vabb:291444,6.1.1
c:vabb:291445,6.5
c:vabb:291451,6.2.1
c:vabb:291459,6.4
c:vabb:291460,6.2.1
c:vabb:291461,6.2.1
c:vabb:291476,6.2.1
c:vabb:291478,6.2.1
c:vabb:291479,6.2.1
c:vabb:291527,6.2.2
c:vabb:291542,6.2.1
c:vabb:291543,6.2.1
c:vabb:291545,6.2.1
c:vabb:291546,6.2.1
c:vabb:291547,6.2.1
c:vabb:291551,6.2.1
c:vabb:291552,6.2.1
c:vabb:291558,6.2.1
c:vabb:291562,6.2.1
c:vabb:291568,6.2.1
c:vabb:291571,6.1.1
c:vabb:291573,6.2.1
c:vabb:291574,6.2.1
c:vabb:291588,6.2.1
c:vabb:291590,6.2.1
c:vabb:291593,6.2.1
c:vabb:291594,6.2.2
c:vabb:291595,6.2.2
c:vabb:291596,6.2.1
c:vabb:291619,6.2.1
c:vabb:291621,6.2.1
c:vabb:291622,6.2.1
c:vabb:291624,6.2.1
c:vabb:291626,6.2.1
c:vabb:291628,6.2.1
c:vabb:291630,6.2.1
c:vabb:291633,3.1
c:vabb:291634,5.1
c:vabb:291635,3.1
c:vabb:291637,5.1
c:vabb:291638,3.1
c:vabb:291640,3.2
c:vabb:291641,5.1
c:vabb:291642,3.2
c:vabb:291643,5.1
c:vabb:291644,3.3
c:vabb:291645,5.1
c:vabb:291646,5.3
c:vabb:291647,5.1
c:vabb:291648,3.1
c:vabb:291650,5.1
c:vabb:291652,5.1
c:vabb:291653,3.1
c:vabb:291656,5.1
c:vabb:291658,5.1
c:vabb:291659,5.1
c:vabb:291660,3.2
c:vabb:291663,5.1
c:vabb:291665,5.1
c:vabb:291667,5.1
c:vabb:291668,5.1
c:vabb:291669,5.1
c:vabb:291673,5.1
c:vabb:291675,6.2.1
c:vabb:291676,3.1
c:vabb:291677,3.1
c:vabb:291677,3.2
c:vabb:291678,3.1
c:vabb:291679,3.1
c:vabb:291680,3.2
c:vabb:291681,5.1
c:vabb:291682,3.2
c:vabb:291683,5.1
c:vabb:291684,3.1
c:vabb:291686,5.1
c:vabb:291687,5.1
c:vabb:291688,5.1
c:vabb:291689,5.1
c:vabb:291693,3.2
c:vabb:291693,5.1
c:vabb:291695,3.2
c:vabb:291696,5.1
c:vabb:291697,5.1
c:vabb:291698,3.2
c:vabb:291699,5.1
c:vabb:291701,3.2
c:vabb:291702,5.1
c:vabb:291703,3.1
c:vabb:291703,3.2
c:vabb:291704,3.1
c:vabb:291706,3.2
c:vabb:291707,5.1
c:vabb:291709,3.1
c:vabb:291710,5.1
c:vabb:291711,3.2
c:vabb:291712,5.1
c:vabb:291713,3.3
c:vabb:291714,3.1
c:vabb:291714,3.2
c:vabb:291715,3.1
c:vabb:291716,5.1
c:vabb:291717,5.1
c:vabb:291718,5.1
c:vabb:291719,3.1
c:vabb:291721,6.3.2
c:vabb:291756,6.4
c:vabb:291759,6.4
c:vabb:291786,6.4
c:vabb:291791,6.4
c:vabb:291795,6.4
c:vabb:291796,5.1
c:vabb:291821,6.4
c:vabb:291824,6.4
c:vabb:291826,6.4
c:vabb:291827,6.4
c:vabb:291828,6.1.1
c:vabb:291829,6.1.1
c:vabb:291834,6.4
c:vabb:291843,6.4
c:vabb:291844,6.4
c:vabb:291845,6.4
c:vabb:291846,6.4
c:vabb:291847,6.4
c:vabb:291849,6.4
c:vabb:291851,6.4
c:vabb:291852,6.4
c:vabb:291853,6.4
c:vabb:291855,6.4
c:vabb:291859,5.1
c:vabb:291860,6.4
c:vabb:291871,6.1.2
c:vabb:291872,6.3.1
c:vabb:291876,6.2.1
c:vabb:291889,6.2.2
c:vabb:291890,6.5
c:vabb:291891,6.2.1
c:vabb:291900,6.2.2
c:vabb:291906,6.5
c:vabb:291906,5.4
c:vabb:291909,5.4
c:vabb:291913,6.5
c:vabb:291913,5.4
c:vabb:291916,5.4
c:vabb:291921,5.2
c:vabb:291922,5.2
c:vabb:291923,5.2
c:vabb:291924,5.2
c:vabb:291925,3.1
c:vabb:291926,3.1
c:vabb:291926,5.1
c:vabb:291929,3.2
c:vabb:291932,3.3
c:vabb:291933,5.1
c:vabb:291934,5.1
c:vabb:291935,3.3
c:vabb:291936,5.1
c:vabb:291938,3.2
c:vabb:291938,3.3
c:vabb:291940,3.2
c:vabb:291940,5.1
c:vabb:291945,3.2
c:vabb:291945,5.1
c:vabb:291947,3.2
c:vabb:291948,5.1
c:vabb:291949,5.1
c:vabb:291950,3.2
c:vabb:291951,5.1
c:vabb:291952,5.1
c:vabb:291953,5.1
c:vabb:291955,3.2
c:vabb:291955,5.1
c:vabb:291956,3.2
c:vabb:291957,3.2
c:vabb:291957,5.1
c:vabb:291960,5.1
c:vabb:291964,5.2
c:vabb:291971,5.4
c:vabb:291973,5.5
c:vabb:291974,5.5
c:vabb:291982,5.5
c:vabb:291993,3.3
c:vabb:292007,5.5
c:vabb:292008,5.5
c:vabb:292017,5.2
c:vabb:292023,5.5
c:vabb:292031,3.2
c:vabb:292034,5.5
c:vabb:292036,5.5
c:vabb:292097,5.5
c:vabb:292099,5.9
c:vabb:292102,5.3
c:vabb:292102,5.4
c:vabb:292105,5.3
c:vabb:292105,5.4
c:vabb:292113,5.3
c:vabb:292122,6.1.1
c:vabb:292127,5.2
c:vabb:292128,5.9
c:vabb:292129,6.3.2
c:vabb:292130,6.3.2
c:vabb:292133,5.5
c:vabb:292134,5.5
c:vabb:292142,5.4
c:vabb:292145,5.5
c:vabb:292146,5.1
c:vabb:292147,5.5
c:vabb:292152,5.6
c:vabb:292153,5.5
c:vabb:292154,5.5
c:vabb:292155,5.5
c:vabb:292158,5.2
c:vabb:292158,5.6
c:vabb:292158,5.4
c:vabb:292159,5.5
c:vabb:292160,5.5
c:vabb:292164,5.5
c:vabb:292167,6.3.1
c:vabb:292168,6.3.1
c:vabb:292169,6.3.1
c:vabb:292170,6.3.1
c:vabb:292174,6.3.1
c:vabb:292176,6.3.1
c:vabb:292182,6.3.1
c:vabb:292183,6.3.1
c:vabb:292184,6.3.1
c:vabb:292185,1.5
c:vabb:292185,5.6
c:vabb:292185,5.7
c:vabb:292185,5.4
c:vabb:292190,6.3.1
c:vabb:292192,6.3.1
c:vabb:292193,6.3.1
c:vabb:292199,6.3.1
c:vabb:292201,5.5
c:vabb:292203,5.6
c:vabb:292203,5.4
c:vabb:292206,6.3.1
c:vabb:292207,6.3.1
c:vabb:292208,1.6
c:vabb:292209,6.3.1
c:vabb:292210,5.6
c:vabb:292211,5.6
c:vabb:292212,5.6
c:vabb:292224,6.3.1
c:vabb:292238,6.3.1
c:vabb:292240,6.3.1
c:vabb:292241,6.3.1
c:vabb:292260,5.6
c:vabb:292271,5.2
c:vabb:292281,5.6
c:vabb:292281,5.4
c:vabb:292282,5.9
c:vabb:292283,6.1.1
c:vabb:292283,5.6
c:vabb:292287,5.4
c:vabb:292293,5.6
c:vabb:292294,5.5
c:vabb:292297,2.11
c:vabb:292297,5.6
c:vabb:292298,5.7
c:vabb:292300,5.4
c:vabb:292311,1.3
c:vabb:292313,5.2
c:vabb:292313,5.7
c:vabb:292316,5.6
c:vabb:292318,5.6
c:vabb:292326,5.5
c:vabb:292328,5.5
c:vabb:292336,5.5
c:vabb:292337,5.6
c:vabb:292338,5.6
c:vabb:292341,6.1.1
c:vabb:292346,5.6
c:vabb:292347,5.6
c:vabb:292349,6.1.1
c:vabb:292349,5.6
c:vabb:292349,5.7
c:vabb:292351,5.2
c:vabb:292355,3.3
c:vabb:292360,5.1
c:vabb:292368,3.2
c:vabb:292369,5.1
c:vabb:292370,5.1
c:vabb:292373,5.1
c:vabb:292374,1.6
c:vabb:292375,3.1
c:vabb:292376,3.1
c:vabb:292376,5.1
c:vabb:292377,1.6
c:vabb:292378,1.6
c:vabb:292379,3.1
c:vabb:292379,1.6
c:vabb:292380,5.1
c:vabb:292381,3.1
c:vabb:292383,1.6
c:vabb:292384,5.1
c:vabb:292385,3.2
c:vabb:292386,3.1
c:vabb:292386,1.6
c:vabb:292389,3.1
c:vabb:292390,3.1
c:vabb:292397,6.1.1
c:vabb:292398,6.1.1
c:vabb:292399,5.4
c:vabb:292400,6.1.1
c:vabb:292401,6.1.1
c:vabb:292404,5.2
c:vabb:292405,5.2
c:vabb:292407,5.6
c:vabb:292416,3.2
c:vabb:292416,5.1
c:vabb:292422,5.6
c:vabb:292424,5.2
c:vabb:292425,5.4
c:vabb:292426,5.4
c:vabb:292433,5.4
c:vabb:292434,5.3
c:vabb:292435,5.3
c:vabb:292436,6.1.1
c:vabb:292439,5.9
c:vabb:292445,1.2
c:vabb:292451,5.7
c:vabb:292463,5.4
c:vabb:292467,6.1.1
c:vabb:292467,5.4
c:vabb:292468,5.4
c:vabb:292470,5.4
c:vabb:292474,5.4
c:vabb:292491,5.4
c:vabb:292496,5.4
c:vabb:292500,6.4
c:vabb:292501,5.4
c:vabb:292508,6.1.1
c:vabb:292516,5.2
c:vabb:292517,5.2
c:vabb:292530,5.4
c:vabb:292538,5.2
c:vabb:292557,5.8
c:vabb:292557,5.4
c:vabb:292559,5.1
c:vabb:292560,5.4
c:vabb:292564,5.4
c:vabb:292566,5.2
c:vabb:292569,2.2
c:vabb:292569,5.1
c:vabb:292569,5.4
c:vabb:292570,5.5
c:vabb:292575,5.4
c:vabb:292578,5.4
c:vabb:292580,6.1.1
c:vabb:292586,5.4
c:vabb:292590,5.4
c:vabb:292592,5.4
c:vabb:292603,5.8
c:vabb:292604,3.3
c:vabb:292605,3.3
c:vabb:292636,3.3
c:vabb:292638,5.2
c:vabb:292638,3.3
c:vabb:292653,3.3
c:vabb:292667,6.2.2
c:vabb:292669,6.1.1
c:vabb:292670,6.4
c:vabb:292671,6.3.1
c:vabb:292677,6.3.1
c:vabb:292677,6.3.2
c:vabb:292680,6.1.1
c:vabb:292684,5.6
c:vabb:292685,6.3.2
c:vabb:292692,6.3.2
c:vabb:292697,6.3.1
c:vabb:292698,6.3.1
c:vabb:292700,6.3.2
c:vabb:292701,6.3.2
c:vabb:292703,6.3.1
c:vabb:292760,6.3.1
c:vabb:292761,6.3.1
c:vabb:292762,6.3.1
c:vabb:292764,6.3.1
c:vabb:292765,6.3.1
c:vabb:292769,6.2.2
c:vabb:292774,5.6
c:vabb:292775,6.3.1
c:vabb:292784,6.1.1
c:vabb:292785,6.1.1
c:vabb:292785,6.3.1
c:vabb:292786,6.3.1
c:vabb:292787,6.1.1
c:vabb:292788,6.3.2
c:vabb:292789,6.3.1
c:vabb:292800,6.2.1
c:vabb:292801,6.2.1
c:vabb:292811,6.2.2
c:vabb:292818,6.2.2
c:vabb:292825,6.2.2
c:vabb:292828,6.2.2
c:vabb:292831,6.2.2
c:vabb:292832,6.2.1
c:vabb:292833,6.2.1
c:vabb:292838,6.2.2
c:vabb:292840,6.2.2
c:vabb:292841,6.2.2
c:vabb:292843,5.2
c:vabb:292849,6.2.1
c:vabb:292849,6.2.2
c:vabb:292853,6.2.1
c:vabb:292856,6.2.2
c:vabb:292860,6.2.2
c:vabb:292862,6.2.2
c:vabb:292872,5.2
c:vabb:292873,5.2
c:vabb:292876,5.2
c:vabb:292877,6.2.1
c:vabb:292881,6.2.2
c:vabb:292882,6.3.2
c:vabb:292885,6.2.2
c:vabb:292889,6.3.2
c:vabb:292914,6.5
c:vabb:292915,6.3.2
c:vabb:292916,6.1.1
c:vabb:292917,6.1.1
c:vabb:292925,6.5
c:vabb:292931,5.4
c:vabb:292935,5.4
c:vabb:292936,5.5
c:vabb:292947,3.3
c:vabb:292949,5.4
c:vabb:292952,6.5
c:vabb:292952,5.7
c:vabb:292952,5.4
c:vabb:292959,5.2
c:vabb:292960,5.2
c:vabb:292978,5.7
c:vabb:292986,6.2.2
c:vabb:292989,6.2.2
c:vabb:292997,6.2.2
c:vabb:292999,5.4
c:vabb:293000,6.2.2
c:vabb:293001,6.2.2
c:vabb:293011,6.2.2
c:vabb:293020,6.4
c:vabb:293035,6.2.1
c:vabb:293073,6.2.2
c:vabb:293076,6.2.2
c:vabb:293078,6.2.2
c:vabb:293084,6.4
c:vabb:293114,5.3
c:vabb:293120,3.2
c:vabb:293131,5.3
c:vabb:293149,6.4
c:vabb:293150,5.4
c:vabb:293168,5.5
c:vabb:293169,5.2
c:vabb:293178,5.4
c:vabb:293179,5.4
c:vabb:293187,5.7
c:vabb:293232,1.5
c:vabb:293232,2.7
c:vabb:293234,2.7
c:vabb:293236,1.6
c:vabb:293244,5.7
c:vabb:293246,5.2
c:vabb:293250,4.5
c:vabb:293251,2.7
c:vabb:293255,5.9
c:vabb:293256,5.2
c:vabb:293257,1.6
c:vabb:293267,1.6
c:vabb:293269,1.4
c:vabb:293269,2.7
c:vabb:293275,5.1
c:vabb:293277,5.1
c:vabb:293279,5.1
c:vabb:293280,5.1
c:vabb:293281,5.1
c:vabb:293282,1.1
c:vabb:293283,1.6
c:vabb:293286,3.2
c:vabb:293287,5.1
c:vabb:293288,5.1
c:vabb:293292,5.1
c:vabb:293295,5.1
c:vabb:293296,5.1
c:vabb:293297,5.1
c:vabb:293298,5.1
c:vabb:293299,5.1
c:vabb:293301,5.5
c:vabb:293302,5.5
c:vabb:293306,6.1.1
c:vabb:293307,5.1
c:vabb:293308,5.1
c:vabb:293310,5.1
c:vabb:293311,5.1
c:vabb:293314,3.1
c:vabb:293314,5.1
c:vabb:293315,3.3
c:vabb:293315,5.1
c:vabb:293317,5.3
c:vabb:293318,3.2
c:vabb:293319,5.3
c:vabb:293319,3.3
c:vabb:293320,5.3
c:vabb:293322,3.3
c:vabb:293324,5.1
c:vabb:293326,5.3
c:vabb:293328,3.3
c:vabb:293328,5.1
c:vabb:293329,3.3
c:vabb:293329,5.1
c:vabb:293331,5.3
c:vabb:293332,5.1
c:vabb:293333,5.1
c:vabb:293334,5.1
c:vabb:293335,5.1
c:vabb:293336,5.3
c:vabb:293337,5.1
c:vabb:293338,1.1
c:vabb:293340,5.3
c:vabb:293341,3.2
c:vabb:293342,5.8
c:vabb:293346,5.4
c:vabb:293349,5.6
c:vabb:293349,5.4
c:vabb:293350,5.6
c:vabb:293354,6.1.1
c:vabb:293361,5.4
c:vabb:293369,5.6
c:vabb:293369,5.4
c:vabb:293373,5.5
c:vabb:293374,6.3.1
c:vabb:293375,5.6
c:vabb:293379,5.7
c:vabb:293379,5.4
c:vabb:293383,5.3
c:vabb:293385,5.6
c:vabb:293393,5.3
c:vabb:293394,5.1
c:vabb:293409,5.6
c:vabb:293411,5.5
c:vabb:293433,6.1.1
c:vabb:293438,5.6
c:vabb:293444,5.5
c:vabb:293448,5.5
c:vabb:293449,5.5
c:vabb:293450,5.3
c:vabb:293452,5.3
c:vabb:293453,5.3
c:vabb:293455,1.1
c:vabb:293457,5.3
c:vabb:293457,6.1.1
c:vabb:293461,5.1
c:vabb:293465,5.3
c:vabb:293474,5.3
c:vabb:293474,6.2.1
c:vabb:293479,5.3
c:vabb:293479,6.2.1
c:vabb:293487,6.2.1
c:vabb:293491,6.2.1
c:vabb:293494,6.2.2
c:vabb:293496,5.3
c:vabb:293497,6.2.1
c:vabb:293500,5.3
c:vabb:293520,5.6
c:vabb:293524,5.6
c:vabb:293525,5.6
c:vabb:293527,5.6
c:vabb:293529,5.6
c:vabb:293531,5.6
c:vabb:293532,5.6
c:vabb:293533,5.6
c:vabb:293534,5.6
c:vabb:293546,5.6
c:vabb:293551,5.4
c:vabb:293554,5.6
c:vabb:293558,5.6
c:vabb:293561,5.6
c:vabb:293568,5.6
c:vabb:293569,5.6
c:vabb:293573,5.6
c:vabb:293574,5.2
c:vabb:293582,5.6
c:vabb:293583,5.6
c:vabb:293589,5.6
c:vabb:293591,1.2
c:vabb:293591,5.7
c:vabb:293595,5.6
c:vabb:293596,5.8
c:vabb:293597,5.6
c:vabb:293603,5.6
c:vabb:293604,5.7
c:vabb:293606,5.6
c:vabb:293608,5.6
c:vabb:293611,5.6
c:vabb:293612,5.6
c:vabb:293613,5.6
c:vabb:293614,5.6
c:vabb:293616,5.6
c:vabb:293617,5.6
c:vabb:293620,5.6
c:vabb:293625,5.6
c:vabb:293626,5.6
c:vabb:293631,5.5
c:vabb:293632,5.5
c:vabb:293642,5.5
c:vabb:293643,5.5
c:vabb:293654,5.5
c:vabb:293655,5.5
c:vabb:293657,5.5
c:vabb:293659,5.2
c:vabb:293660,5.2
c:vabb:293662,5.2
c:vabb:293663,5.2
c:vabb:293668,5.2
c:vabb:293670,1.2
c:vabb:293671,3.3
c:vabb:293672,3.2
c:vabb:293673,2.9
c:vabb:293674,3.3
c:vabb:293676,1.6
c:vabb:293676,1.1
c:vabb:293677,3.1
c:vabb:293678,1.1
c:vabb:293679,1.1
c:vabb:293680,1.1
c:vabb:293681,1.6
c:vabb:293682,1.1
c:vabb:293683,1.1
c:vabb:293685,1.1
c:vabb:293689,3.1
c:vabb:293696,3.3
c:vabb:293698,3.1
c:vabb:293700,3.1
c:vabb:293704,1.1
c:vabb:293705,3.1
c:vabb:293708,3.1
c:vabb:293710,2.9
c:vabb:293716,1.1
c:vabb:293717,1.6
c:vabb:293717,1.1
c:vabb:293718,3.1
c:vabb:293719,3.3
c:vabb:293720,5.1
c:vabb:293721,3.1
c:vabb:293722,1.1
c:vabb:293723,3.1
c:vabb:293723,1.6
c:vabb:293723,3.3
c:vabb:293725,1.1
c:vabb:293726,1.1
c:vabb:293727,3.1
c:vabb:293730,3.3
c:vabb:293732,1.1
c:vabb:293735,3.3
c:vabb:293737,3.3
c:vabb:293739,3.3
c:vabb:293740,3.1
c:vabb:293741,3.3
c:vabb:293743,3.3
c:vabb:293744,1.1
c:vabb:293748,3.2
c:vabb:293750,1.1
c:vabb:293754,1.1
c:vabb:293755,5.9
c:vabb:293756,3.1
c:vabb:293760,3.1
c:vabb:293760,3.3
c:vabb:293762,1.1
c:vabb:293765,3.3
c:vabb:293766,2.9
c:vabb:293767,4.5
c:vabb:293769,3.1
c:vabb:293771,3.3
c:vabb:293773,3.3
c:vabb:293775,1.1
c:vabb:293777,3.1
c:vabb:293778,3.1
c:vabb:293779,1.1
c:vabb:293780,1.6
c:vabb:293780,1.1
c:vabb:293781,1.1
c:vabb:293784,3.2
c:vabb:293786,3.2
c:vabb:293789,3.1
c:vabb:293790,3.3
c:vabb:293795,6.3.2
c:vabb:293799,3.3
c:vabb:293803,5.1
c:vabb:293806,5.1
c:vabb:293808,3.2
c:vabb:293810,3.3
c:vabb:293822,5.5
c:vabb:293827,5.5
c:vabb:293828,5.5
c:vabb:293832,5.3
c:vabb:293832,3.3
c:vabb:293834,3.3
c:vabb:293836,3.5
c:vabb:293845,3.2
c:vabb:293846,3.2
c:vabb:293846,3.3
c:vabb:293847,3.3
c:vabb:293849,3.1
c:vabb:293850,3.2
c:vabb:293851,3.2
c:vabb:293852,3.3
c:vabb:293853,3.3
c:vabb:293855,3.1
c:vabb:293856,3.2
c:vabb:293857,3.3
c:vabb:293859,3.5
c:vabb:293860,1.6
c:vabb:293863,3.2
c:vabb:293865,3.5
c:vabb:293872,3.5
c:vabb:293873,3.2
c:vabb:293873,3.3
c:vabb:293875,3.1
c:vabb:293876,3.2
c:vabb:293878,3.5
c:vabb:293882,3.2
c:vabb:293883,3.2
c:vabb:293884,3.3
c:vabb:293885,3.2
c:vabb:293886,3.1
c:vabb:293886,3.2
c:vabb:293887,3.2
c:vabb:293887,3.3
c:vabb:293888,3.2
c:vabb:293889,3.2
c:vabb:293889,3.3
c:vabb:293889,5.1
c:vabb:293890,3.2
c:vabb:293892,3.5
c:vabb:293894,3.2
c:vabb:293895,3.5
c:vabb:293896,3.5
c:vabb:293897,3.5
c:vabb:293898,3.5
c:vabb:293900,3.3
c:vabb:293901,3.3
c:vabb:293904,3.1
c:vabb:293904,3.2
c:vabb:293906,3.3
c:vabb:293909,3.3
c:vabb:293915,3.3
c:vabb:293916,3.5
c:vabb:293917,3.5
c:vabb:293919,3.2
c:vabb:293923,1.6
c:vabb:293929,3.3
c:vabb:293933,3.3
c:vabb:293936,6.2.2
c:vabb:293940,6.2.2
c:vabb:293943,6.2.2
c:vabb:293946,6.2.2
c:vabb:293947,6.2.2
c:vabb:293950,6.2.2
c:vabb:293951,6.2.2
c:vabb:293953,6.1.1
c:vabb:293954,6.1.1
c:vabb:293959,6.2.2
c:vabb:293962,6.2.1
c:vabb:293963,6.1.1
c:vabb:293966,6.2.2
c:vabb:293967,6.2.2
c:vabb:293968,3.2
