Loi,fos_codes
c:vabb:464158,1.6
c:vabb:464159,3.1
c:vabb:464160,5.5
c:vabb:464161,5.5
c:vabb:464162,3.2
c:vabb:464164,5.5
c:vabb:464166,2.11
c:vabb:464167,6.3.1
c:vabb:464168,1.3
c:vabb:464169,2.11
c:vabb:464170,5.5
c:vabb:464171,3.1
c:vabb:464172,5.2
c:vabb:464174,1.2
c:vabb:464181,5.3
c:vabb:464185,2.2
c:vabb:464190,6.1.1
c:vabb:464193,6.1.1
c:vabb:464195,5.7
c:vabb:464202,5.5
c:vabb:464205,3.3
c:vabb:464225,1.1
c:vabb:464226,5.5
c:vabb:464234,1.2
c:vabb:464236,5.8
c:vabb:464243,5.5
c:vabb:464245,5.5
c:vabb:464253,6.2.2
c:vabb:464263,6.2
c:vabb:464264,5.5
c:vabb:464268,5.5
c:vabb:464275,5.5
c:vabb:464278,5.9
c:vabb:464288,5.5
c:vabb:464291,5.5
c:vabb:464292,5.5
c:vabb:464297,5.5
c:vabb:464310,5.5
c:vabb:464314,5.5
c:vabb:464319,5.5
c:vabb:464328,3.1
c:vabb:464328,3.3
c:vabb:464349,5.5
c:vabb:464354,5.5
c:vabb:464358,3.3
c:vabb:464359,5.9
c:vabb:464360,3.2
c:vabb:464362,3.2
c:vabb:464364,3.3
c:vabb:464365,5.6
c:vabb:464369,5
c:vabb:464372,3.2
c:vabb:464374,6.2.2
c:vabb:464374,6.4
c:vabb:464375,5.5
c:vabb:464376,3.2
c:vabb:464377,3.2
c:vabb:464377,3.3
c:vabb:464378,5.5
c:vabb:464379,6.2.1
c:vabb:464380,5.1
c:vabb:464381,3.2
c:vabb:464383,5.2
c:vabb:464384,3.1
c:vabb:464385,5.5
c:vabb:464387,2.2
c:vabb:464388,6.2.1
c:vabb:464389,3.2
c:vabb:464390,3.1
c:vabb:464394,3.3
c:vabb:464395,3.3
c:vabb:464396,1.1
c:vabb:464400,5.4
c:vabb:464403,3.2
c:vabb:464407,3.3
c:vabb:464408,5.4
c:vabb:464409,3.2
c:vabb:464410,5.4
c:vabb:464410,6.1.1
c:vabb:464411,1.5
c:vabb:464412,5.4
c:vabb:464417,6.2.1
c:vabb:464419,3.2
c:vabb:464423,3.2
c:vabb:464424,5.4
c:vabb:464428,6.2.1
c:vabb:464428,6.2.2
c:vabb:464430,3.2
c:vabb:464431,3.1
c:vabb:464433,5.5
c:vabb:464436,5.5
c:vabb:464437,5.3
c:vabb:464440,5.2
c:vabb:464441,2.3
c:vabb:464442,3.2
c:vabb:464443,3.2
c:vabb:464444,1.5
c:vabb:464445,5.4
c:vabb:464445,6.1.1
c:vabb:464446,3.3
c:vabb:464447,5.7
c:vabb:464448,3.2
c:vabb:464449,5.2
c:vabb:464450,3.1
c:vabb:464451,6.4
c:vabb:464452,3.2
c:vabb:464458,2.7
c:vabb:464459,5.3
c:vabb:464460,3.1
c:vabb:464461,3.2
c:vabb:464462,5.4
c:vabb:464464,5.9
c:vabb:464466,5.4
c:vabb:464468,5.1
c:vabb:464469,5.6
c:vabb:464470,6.2.1
c:vabb:464471,6.2.1
c:vabb:464472,5.8
c:vabb:464473,5.2
c:vabb:464474,5.2
c:vabb:464475,5.5
c:vabb:464475,5.7
c:vabb:464476,3.2
c:vabb:464477,3.2
c:vabb:464478,5.1
c:vabb:464479,6.2.2
c:vabb:464480,5.5
c:vabb:464481,6.2.1
c:vabb:464481,6.2.2
c:vabb:464482,5.2
c:vabb:464486,0
c:vabb:464495,3.1
c:vabb:464496,6.3.1
c:vabb:464497,5.4
c:vabb:464500,3.1
c:vabb:464504,6.1.1
c:vabb:464506,2.2
c:vabb:464507,3.2
c:vabb:464508,2.1
c:vabb:464509,3.2
c:vabb:464510,0
c:vabb:464511,6.4
c:vabb:464512,2.7
c:vabb:464514,3.3
c:vabb:464515,3.2
c:vabb:464516,3.2
c:vabb:464517,5.4
c:vabb:464518,2.7
c:vabb:464520,5.4
c:vabb:464524,3.2
c:vabb:464525,5.4
c:vabb:464527,5.7
c:vabb:464527,6.1.1
c:vabb:464532,3.2
c:vabb:464532,3.3
c:vabb:464533,5.4
c:vabb:464534,3.2
c:vabb:464539,6.3.1
c:vabb:464541,5.5
c:vabb:464543,5.7
c:vabb:464544,3.3
c:vabb:464546,5.3
c:vabb:464547,6.3.1
c:vabb:464548,3.2
c:vabb:464550,5.5
c:vabb:464551,5.2
c:vabb:464553,5.1
c:vabb:464555,5.9
c:vabb:464558,3.3
c:vabb:464559,1.5
c:vabb:464560,6.3.1
c:vabb:464563,5.6
c:vabb:464564,5.5
c:vabb:464567,5.1
c:vabb:464568,5.6
c:vabb:464569,5.5
c:vabb:464571,3.3
c:vabb:464577,5.5
c:vabb:464578,5.4
c:vabb:464579,3.3
c:vabb:464580,5.6
c:vabb:464581,6.3.2
c:vabb:464582,5.3
c:vabb:464583,5.4
c:vabb:464587,5.6
c:vabb:464588,3.2
c:vabb:464589,3
c:vabb:464592,5.4
c:vabb:464596,5.5
c:vabb:464598,5.4
c:vabb:464602,6.2.1
c:vabb:464602,6.2.2
c:vabb:464604,3.3
c:vabb:464607,1.3
c:vabb:464608,3.2
c:vabb:464609,5.5
c:vabb:464611,5.5
c:vabb:464612,1.5
c:vabb:464613,5.2
c:vabb:464615,3.3
c:vabb:464617,2.7
c:vabb:464618,1.5
c:vabb:464619,3.1
c:vabb:464621,6.3.1
c:vabb:464622,1.5
c:vabb:464623,5.1
c:vabb:464625,3.2
c:vabb:464626,5.7
c:vabb:464626,6.1.1
c:vabb:464628,3.3
c:vabb:464634,5.4
c:vabb:464635,6.5
c:vabb:464636,5.9
c:vabb:464637,6.2.1
c:vabb:464637,6.2.2
c:vabb:464638,5.1
c:vabb:464641,5.5
c:vabb:464643,3.1
c:vabb:464646,3.2
c:vabb:464648,3.3
c:vabb:464651,5.9
c:vabb:464653,5.3
c:vabb:464657,5.3
c:vabb:464658,0
c:vabb:464659,5.2
c:vabb:464661,5.5
c:vabb:464663,2.2
c:vabb:464664,3.2
c:vabb:464665,3.2
c:vabb:464669,6.3.2
c:vabb:464670,5.2
c:vabb:464671,5.4
c:vabb:464672,5.7
c:vabb:464673,5.3
c:vabb:464674,3.2
c:vabb:464675,3.1
c:vabb:464676,3.2
c:vabb:464677,2.6
c:vabb:464678,3.2
c:vabb:464679,5.5
c:vabb:464683,3.1
c:vabb:464685,5.5
c:vabb:464688,3.3
c:vabb:464691,5.4
c:vabb:464692,5.4
c:vabb:464696,5.4
c:vabb:464700,3.1
c:vabb:464702,1.2
c:vabb:464703,5.6
c:vabb:464705,2.1
c:vabb:464706,6.4
c:vabb:464707,5.5
c:vabb:464709,5.6
c:vabb:464713,5.8
c:vabb:464714,5.3
c:vabb:464719,5.3
c:vabb:464720,3.2
c:vabb:464721,5.6
c:vabb:464722,6.2.1
c:vabb:464722,6.2.2
c:vabb:464723,3.2
c:vabb:464724,5.1
c:vabb:464726,5.4
c:vabb:464727,5.6
c:vabb:464731,5.5
c:vabb:464732,1.2
c:vabb:464735,5.6
c:vabb:464736,6.3.1
c:vabb:464737,3.1
c:vabb:464739,2.3
c:vabb:464742,3.1
c:vabb:464744,5.9
c:vabb:464748,5.7
c:vabb:464749,5.5
c:vabb:464752,6.4
c:vabb:464755,2.1
c:vabb:464755,6.4
c:vabb:464757,1
c:vabb:464762,1.5
c:vabb:464765,2.11
c:vabb:464767,5.4
c:vabb:464768,3.2
c:vabb:464770,5.2
c:vabb:464771,5.5
c:vabb:464774,5.4
c:vabb:464775,3.2
c:vabb:464776,5.5
c:vabb:464777,5.5
c:vabb:464778,5.4
c:vabb:464781,5.6
c:vabb:464782,5.3
c:vabb:464783,3.2
c:vabb:464784,3.1
c:vabb:464787,5.5
c:vabb:464790,5.8
c:vabb:464793,3.3
c:vabb:464794,5.8
c:vabb:464794,6.4
c:vabb:464794,6.5
c:vabb:464795,5.5
c:vabb:464798,5.4
c:vabb:464801,6.1.1
c:vabb:464804,3.2
c:vabb:464805,6.2.1
c:vabb:464805,6.2.2
c:vabb:464807,2.11
c:vabb:464810,3.2
c:vabb:464812,6.1.1
c:vabb:464814,6.3.1
c:vabb:464815,3.2
c:vabb:464817,6.1.1
c:vabb:464819,5.6
c:vabb:464820,3.2
c:vabb:464822,5.8
c:vabb:464822,6.4
c:vabb:464822,6.5
c:vabb:464825,5.9
c:vabb:464827,5.5
c:vabb:464829,6.2.2
c:vabb:464830,2.1
c:vabb:464831,5.5
c:vabb:464831,5.9
c:vabb:464832,2.2
c:vabb:464835,5.5
c:vabb:464836,5.5
c:vabb:464838,5.5
c:vabb:464843,3.2
c:vabb:464844,3.2
c:vabb:464845,5.5
c:vabb:464847,5.4
c:vabb:464848,5.4
c:vabb:464850,5.1
c:vabb:464855,5.4
c:vabb:464857,3.2
c:vabb:464858,1.6
c:vabb:464859,5.6
c:vabb:464860,6.1.1
c:vabb:464860,6.4
c:vabb:464861,3.2
c:vabb:464862,6.1.1
c:vabb:464865,1.5
c:vabb:464866,6.1.1
c:vabb:464869,5.4
c:vabb:464870,3.1
c:vabb:464874,3.2
c:vabb:464876,3.3
c:vabb:464877,3.2
c:vabb:464878,6.1.1
c:vabb:464880,6.5
c:vabb:464881,6.1.1
c:vabb:464883,3.3
c:vabb:464886,5
c:vabb:464887,5.1
c:vabb:464890,3.2
c:vabb:464891,3.1
c:vabb:464894,2.1
c:vabb:464896,6.3.1
c:vabb:464898,6.1.1
c:vabb:464899,6.4
c:vabb:464900,5.4
c:vabb:464901,6.3.2
c:vabb:464902,5.6
c:vabb:464903,3.1
c:vabb:464906,3.3
c:vabb:464907,6.3.1
c:vabb:464908,5.5
c:vabb:464911,5.5
c:vabb:464912,5.7
c:vabb:464919,5.4
c:vabb:464924,3.1
c:vabb:464929,5.5
c:vabb:464930,5.5
c:vabb:464931,5.5
c:vabb:464941,5.5
c:vabb:464942,0
c:vabb:464944,6.1.1
c:vabb:464948,3.1
c:vabb:464949,3.3
c:vabb:464951,1.2
c:vabb:464954,0
c:vabb:464956,5.2
c:vabb:464956,5.4
c:vabb:464956,6.1.1
c:vabb:464957,5.3
c:vabb:464958,3.2
c:vabb:464961,5.5
c:vabb:464962,6.3.1
c:vabb:464968,5.5
c:vabb:464970,2.1
c:vabb:464970,2.10.
c:vabb:464972,1.2
c:vabb:464974,5.5
c:vabb:464977,5.5
c:vabb:464979,6.2.1
c:vabb:464984,5.5
c:vabb:464986,5.4
c:vabb:464987,3.2
c:vabb:464989,5.2
c:vabb:464991,5.6
c:vabb:464994,3.3
c:vabb:464995,3.3
c:vabb:464998,5.5
c:vabb:465000,3.1
c:vabb:465002,5.2
c:vabb:465003,3.2
c:vabb:465005,3.3
c:vabb:465006,5.5
c:vabb:465007,3.2
c:vabb:465009,3.3
c:vabb:465013,5.4
c:vabb:465016,5.6
c:vabb:465019,1.6
c:vabb:465020,5.5
c:vabb:465021,5.7
c:vabb:465022,5.5
c:vabb:465024,3.3
c:vabb:465025,1.3
c:vabb:465026,5.6
c:vabb:465028,3.3
c:vabb:465029,5.4
c:vabb:465031,6.3.1
c:vabb:465032,3.3
c:vabb:465033,2.2
c:vabb:465036,5.4
c:vabb:465037,6.3.1
c:vabb:465041,1.2
c:vabb:465041,5.2
c:vabb:465042,5.2
c:vabb:465044,5.5
c:vabb:465048,3.2
c:vabb:465049,3.2
c:vabb:465053,1.6
c:vabb:465056,5.5
c:vabb:465057,5.3
c:vabb:465060,3.2
c:vabb:465061,3.3
c:vabb:465062,5.5
c:vabb:465064,5.2
c:vabb:465065,5.5
c:vabb:465067,5.5
c:vabb:465071,5.2
c:vabb:465075,5.5
c:vabb:465078,6.5
c:vabb:465079,5.3
c:vabb:465081,6.2.1
c:vabb:465082,5.5
c:vabb:465083,1.2
c:vabb:465089,5.5
c:vabb:465091,2.7
c:vabb:465092,5.6
c:vabb:465092,5.8
c:vabb:465094,5.1
c:vabb:465096,3.2
c:vabb:465097,5.1
c:vabb:465098,3.5
c:vabb:465099,5.5
c:vabb:465101,5.5
c:vabb:465102,5.6
c:vabb:465103,3.2
c:vabb:465104,6.3.1
c:vabb:465105,5.2
c:vabb:465107,6.2.1
c:vabb:465108,5.1
c:vabb:465109,6.2.1
c:vabb:465110,1.3
c:vabb:465116,5.5
c:vabb:465117,6.4
c:vabb:465118,5.7
c:vabb:465119,5.4
c:vabb:465120,3.2
c:vabb:465121,6.1.1
c:vabb:465122,3.2
c:vabb:465124,6.3.1
c:vabb:465125,5.3
c:vabb:465126,6.4
c:vabb:465127,5.2
c:vabb:465128,5.3
c:vabb:465130,3.3
c:vabb:465133,6.4
c:vabb:465136,5.5
c:vabb:465140,5.1
c:vabb:465142,6.2.2
c:vabb:465147,5.2
c:vabb:465148,3.2
c:vabb:465152,5.6
c:vabb:465155,2.2
c:vabb:465157,3.2
c:vabb:465158,6.2.2
c:vabb:465160,5.5
c:vabb:465161,3.2
c:vabb:465165,5.9
c:vabb:465166,5.6
c:vabb:465169,2
c:vabb:465170,5.2
c:vabb:465171,5.5
c:vabb:465172,3.2
c:vabb:465173,5.5
c:vabb:465175,5.5
c:vabb:465177,5.5
c:vabb:465184,5.9
c:vabb:465186,5.4
c:vabb:465187,5.5
c:vabb:465191,5.5
c:vabb:465192,5.4
c:vabb:465193,6.1.1
c:vabb:465194,5.5
c:vabb:465195,3.3
c:vabb:465196,3.3
c:vabb:465197,5.5
c:vabb:465198,1.2
c:vabb:465201,2.1
c:vabb:465202,5.5
c:vabb:465205,2.11
c:vabb:465206,5.2
c:vabb:465207,5.6
c:vabb:465208,3.2
c:vabb:465209,3.3
c:vabb:465210,3.2
c:vabb:465213,1.6
c:vabb:465214,3.3
c:vabb:465217,5.5
c:vabb:465220,3.3
c:vabb:465221,6.2.2
c:vabb:465225,5.5
c:vabb:465226,5.5
c:vabb:465227,5.4
c:vabb:465228,1.5
c:vabb:465229,5.1
c:vabb:465230,6.2.2
c:vabb:465231,6.2.2
c:vabb:465231,6.4
c:vabb:465233,5.7
c:vabb:465235,6.1.1
c:vabb:465237,5.4
c:vabb:465239,5.4
c:vabb:465241,6.1.1
c:vabb:465247,3.1
c:vabb:465247,3.3
c:vabb:465253,2.5
c:vabb:465254,2.2
c:vabb:465257,1.1
c:vabb:465258,5.5
c:vabb:465263,1
c:vabb:465264,6.1.1
c:vabb:465265,5.1
c:vabb:465266,5.8
c:vabb:465270,5.3
c:vabb:465271,6.2.1
c:vabb:465272,6.2.2
c:vabb:465273,5.6
c:vabb:465274,5.4
c:vabb:465278,2.1
c:vabb:465280,3.1
c:vabb:465285,5.5
c:vabb:465286,6.1.1
c:vabb:465288,1.1
c:vabb:465289,3.1
c:vabb:465290,5.4
c:vabb:465291,5.5
c:vabb:465295,5.5
c:vabb:465296,5.5
c:vabb:465297,5.1
c:vabb:465298,5.5
c:vabb:465301,3.2
c:vabb:465302,2.11
c:vabb:465303,3.2
c:vabb:465306,3.2
c:vabb:465307,5.6
c:vabb:465308,5.9
c:vabb:465309,3.2
c:vabb:465310,6.2.1
c:vabb:465312,6.4
c:vabb:465313,1.2
c:vabb:465313,5.3
c:vabb:465314,2.1
c:vabb:465316,2.1
c:vabb:465317,5.4
c:vabb:465318,2.2
c:vabb:465321,6.2.1
c:vabb:465322,6.1.1
c:vabb:465324,6.1.1
c:vabb:465325,3.2
c:vabb:465326,5.7
c:vabb:465328,3.2
c:vabb:465329,3.3
c:vabb:465330,2.1
c:vabb:465331,5.5
c:vabb:465336,5.9
c:vabb:465337,6.1.2
c:vabb:465339,3.3
c:vabb:465340,3.2
c:vabb:465341,5.9
c:vabb:465342,2.3
c:vabb:465344,3.3
c:vabb:465349,2.11
c:vabb:465351,5.5
c:vabb:465356,5.4
c:vabb:465360,5.5
c:vabb:465362,5.5
c:vabb:465365,5.5
c:vabb:465369,5.7
c:vabb:465374,3.2
c:vabb:465375,5.4
c:vabb:465376,6.2.2
c:vabb:465378,6.1.1
c:vabb:465379,5.5
c:vabb:465380,2.1
c:vabb:465381,3
c:vabb:465382,0
c:vabb:465384,5.3
c:vabb:465386,3.3
c:vabb:465387,6.1.1
c:vabb:465390,5.7
c:vabb:465393,3.2
c:vabb:465400,6.3.1
c:vabb:465401,3.3
c:vabb:465403,3.3
c:vabb:465404,5.5
c:vabb:465405,6.1.1
c:vabb:465408,3.3
c:vabb:465409,6.1.1
c:vabb:465411,6.3.1
c:vabb:465413,6.1.1
c:vabb:465415,5.2
c:vabb:465419,2.2
c:vabb:465421,3.2
c:vabb:465422,5.7
c:vabb:465424,5.5
c:vabb:465426,6.4
c:vabb:465427,5.5
c:vabb:465429,3.3
c:vabb:465430,5.5
c:vabb:465432,5.5
c:vabb:465433,5.4
c:vabb:465434,5.5
c:vabb:465436,2.1
c:vabb:465440,3.2
c:vabb:465441,3.2
c:vabb:465443,1.2
c:vabb:465444,3.1
c:vabb:465446,5.6
c:vabb:465450,1.3
c:vabb:465451,6.4
c:vabb:465454,6.2.1
c:vabb:465455,3.3
c:vabb:465459,5.8
c:vabb:465459,6.4
c:vabb:465459,6.5
c:vabb:465461,6.3.2
c:vabb:465464,5.2
c:vabb:465465,3.1
c:vabb:465466,3.2
c:vabb:465469,3.2
c:vabb:465470,1.6
c:vabb:465471,3.3
c:vabb:465472,5.4
c:vabb:465474,5.5
c:vabb:465475,3.2
c:vabb:465476,3.2
c:vabb:465477,5.1
c:vabb:465479,1.2
c:vabb:465483,5.5
c:vabb:465484,6.2.2
c:vabb:465486,1.2
c:vabb:465487,5.6
c:vabb:465490,5.6
c:vabb:465493,6.3.2
c:vabb:465494,3.2
c:vabb:465495,5.3
c:vabb:465496,5.1
c:vabb:465497,5.4
c:vabb:465501,5.3
c:vabb:465502,5.2
c:vabb:465506,5.5
c:vabb:465508,3.3
c:vabb:465509,6.5
c:vabb:465511,3.2
c:vabb:465512,6.1.1
c:vabb:465513,3.2
c:vabb:465515,1.5
c:vabb:465517,6.4
c:vabb:465519,5.9
c:vabb:465521,5.5
c:vabb:465523,5.5
c:vabb:465524,3.3
c:vabb:465529,5.4
c:vabb:465529,6.5
c:vabb:465530,3.3
c:vabb:465531,5.3
c:vabb:465532,6.4
c:vabb:465534,5.2
c:vabb:465537,5.7
c:vabb:465537,6.1.1
c:vabb:465538,5.4
c:vabb:465544,5.3
c:vabb:465546,5.2
c:vabb:465548,0
c:vabb:465549,5.8
c:vabb:465550,3
c:vabb:465552,5.1
c:vabb:465554,5.5
c:vabb:465558,0
c:vabb:465562,3.2
c:vabb:465565,3.3
c:vabb:465566,5.6
c:vabb:465572,1.6
c:vabb:465573,2.2
c:vabb:465575,2.7
c:vabb:465576,3.2
c:vabb:465577,5.5
c:vabb:465578,5.5
c:vabb:465581,3.2
c:vabb:465583,5.4
c:vabb:465584,2.1
c:vabb:465585,6.2.2
c:vabb:465586,1.6
c:vabb:465588,0
c:vabb:465589,5.4
c:vabb:465590,5.6
c:vabb:465591,5.5
c:vabb:465592,5.5
c:vabb:465594,5.5
c:vabb:465595,3.2
c:vabb:465600,3.1
c:vabb:465603,3.3
c:vabb:465606,6.1.1
c:vabb:465607,5.3
c:vabb:465608,6.3.1
c:vabb:465611,6.1.1
c:vabb:465613,3.3
c:vabb:465614,3.2
c:vabb:465615,5.1
c:vabb:465616,5.6
c:vabb:465617,2.1
c:vabb:465619,5.3
c:vabb:465622,2.11
c:vabb:465623,1.4
c:vabb:465629,5.9
c:vabb:465632,5.2
c:vabb:465633,5.5
c:vabb:465634,3.2
c:vabb:465636,5.6
c:vabb:465638,3.2
c:vabb:465639,3.2
c:vabb:465641,5.5
c:vabb:465644,6.2.1
c:vabb:465647,6.1.1
c:vabb:465649,3.3
c:vabb:465650,6.1.1
c:vabb:465651,6.2.1
c:vabb:465652,5.6
c:vabb:465654,6.1.1
c:vabb:465655,3.3
c:vabb:465658,3.2
c:vabb:465659,5.1
c:vabb:465660,1.2
c:vabb:465661,2.2
c:vabb:465662,3.2
c:vabb:465663,3.3
c:vabb:465665,5.2
c:vabb:465668,3.2
c:vabb:465669,5.3
c:vabb:465670,2.1
c:vabb:465672,6.1.1
c:vabb:465674,1.5
c:vabb:465675,3.3
c:vabb:465676,3.2
c:vabb:465677,5.4
c:vabb:465679,6.3.2
c:vabb:465680,5.7
c:vabb:465681,6.2.1
c:vabb:465682,6.3.1
c:vabb:465685,3.2
c:vabb:465689,6.3.1
c:vabb:465690,3.3
c:vabb:465692,5.3
c:vabb:465695,3.2
c:vabb:465697,3.2
c:vabb:465701,3.2
c:vabb:465702,6.3.1
c:vabb:465704,5.5
c:vabb:465706,6.2.1
c:vabb:465709,1
c:vabb:465710,5.3
c:vabb:465710,5.9
c:vabb:465710,6.5
c:vabb:465711,5.9
c:vabb:465712,5.2
c:vabb:465714,5.3
c:vabb:465716,5.8
c:vabb:465718,5.5
c:vabb:465720,6.4
c:vabb:465723,2.1
c:vabb:465724,5.8
c:vabb:465725,6.1.1
c:vabb:465726,5.7
c:vabb:465728,3.2
c:vabb:465729,6.3.1
c:vabb:465731,5.6
c:vabb:465735,5.2
c:vabb:465736,6.1.1
c:vabb:465738,6.2.1
c:vabb:465739,6.3.1
c:vabb:465740,5.5
c:vabb:465744,6.2.2
c:vabb:465746,2.1
c:vabb:465748,3.2
c:vabb:465749,3.2
c:vabb:465750,5.2
c:vabb:465751,5.6
c:vabb:465753,3.2
c:vabb:465754,3.2
c:vabb:465755,5.6
c:vabb:465756,5.4
c:vabb:465757,3.5
c:vabb:465759,5.4
c:vabb:465760,5.5
c:vabb:465761,3.2
c:vabb:465762,2.1
c:vabb:465763,5.7
c:vabb:465764,3.3
c:vabb:465769,6.2.2
c:vabb:465770,6.2.1
c:vabb:465771,3.2
c:vabb:465774,5.3
c:vabb:465776,1.2
c:vabb:465778,6.2.1
c:vabb:465779,2
c:vabb:465781,3.3
c:vabb:465782,5.1
c:vabb:465783,3.3
c:vabb:465785,1.2
c:vabb:465786,3.1
c:vabb:465789,6.3.1
c:vabb:465793,3.2
c:vabb:465794,5.5
c:vabb:465800,5.4
c:vabb:465803,5.5
c:vabb:465804,5.9
c:vabb:465805,5.8
c:vabb:465805,6.4
c:vabb:465805,6.5
c:vabb:465806,5.6
c:vabb:465808,5.4
c:vabb:465809,5.7
c:vabb:465810,5.5
c:vabb:465811,6.3.1
c:vabb:465812,5.5
c:vabb:465813,3.2
c:vabb:465815,6.4
c:vabb:465817,5.4
c:vabb:465818,5.6
c:vabb:465819,2.4
c:vabb:465820,3.2
c:vabb:465821,6.1.1
c:vabb:465822,5.2
c:vabb:465824,6.2.1
c:vabb:465825,5.5
c:vabb:465825,5.7
c:vabb:465826,5.6
c:vabb:465826,6.1.1
c:vabb:465829,6.1.1
c:vabb:465831,5.2
c:vabb:465835,2.2
c:vabb:465836,5.5
c:vabb:465837,5.2
c:vabb:465841,5.3
c:vabb:465844,1.2
c:vabb:465844,5.5
c:vabb:465845,3.1
c:vabb:465850,3.2
c:vabb:465851,3.1
c:vabb:465852,5.2
c:vabb:465853,5.6
c:vabb:465854,3.2
c:vabb:465857,5.1
c:vabb:465858,5.6
c:vabb:465859,1.2
c:vabb:465861,6.1.1
c:vabb:465861,6.3.1
c:vabb:465862,3.2
c:vabb:465864,3.3
c:vabb:465866,5.5
c:vabb:465867,5.5
c:vabb:465869,3.2
c:vabb:465870,5.6
c:vabb:465873,3.1
c:vabb:465873,3.2
c:vabb:465874,0
c:vabb:465875,3.3
c:vabb:465876,5.4
c:vabb:465877,5.5
c:vabb:465881,6.3.1
c:vabb:465883,5.5
c:vabb:465884,5.3
c:vabb:465885,5.2
c:vabb:465886,3.2
c:vabb:465887,3.3
c:vabb:465888,5.4
c:vabb:465889,5.1
c:vabb:465891,5.2
c:vabb:465892,3.2
c:vabb:465894,6.1.1
c:vabb:465895,5.4
c:vabb:465900,2.2
c:vabb:465901,5.5
c:vabb:465903,5.6
c:vabb:465904,3.1
c:vabb:465906,6.2.1
c:vabb:465906,6.2.2
c:vabb:465911,3.3
c:vabb:465913,5.9
c:vabb:465913,6.5
c:vabb:465914,5.6
c:vabb:465917,5.9
c:vabb:465918,3.2
c:vabb:465919,6.3.2
c:vabb:465920,5.2
c:vabb:465923,5.7
c:vabb:465927,5.8
c:vabb:465928,5.2
c:vabb:465929,5.4
c:vabb:465930,2.1
c:vabb:465931,5.5
c:vabb:465933,6.3.2
c:vabb:465938,5.2
c:vabb:465939,6.4
c:vabb:465940,3.1
c:vabb:465941,1.4
c:vabb:465942,3.1
c:vabb:465943,2.1
c:vabb:465944,3.3
c:vabb:465945,5.7
c:vabb:465948,6.2.2
c:vabb:465950,5.5
c:vabb:465952,5.4
c:vabb:465953,5.6
c:vabb:465954,6.1.1
c:vabb:465955,5.6
c:vabb:465958,5.8
c:vabb:465958,6.4
c:vabb:465958,6.5
c:vabb:465965,5.3
c:vabb:465967,5.4
c:vabb:465969,1.4
c:vabb:465970,5.5
c:vabb:465971,6.3.1
c:vabb:465972,6.1.1
c:vabb:465973,5.5
c:vabb:465975,1.6
c:vabb:465976,6.1.1
c:vabb:465978,5.5
c:vabb:465981,3.2
c:vabb:465982,2.6
c:vabb:465985,3.1
c:vabb:465988,5.1
c:vabb:465990,6.2.2
c:vabb:465991,5.5
c:vabb:465992,5.5
c:vabb:465993,5.7
c:vabb:465994,5.3
c:vabb:465995,5.2
c:vabb:465996,6.1.1
c:vabb:465998,6.1.1
c:vabb:466000,3.3
c:vabb:466001,5.3
c:vabb:466002,5.4
c:vabb:466003,5.5
c:vabb:466004,5.5
c:vabb:466005,3.2
c:vabb:466006,6.1.1
c:vabb:466007,3.2
c:vabb:466009,5.5
c:vabb:466009,5.6
c:vabb:466011,5.4
c:vabb:466015,0
c:vabb:466018,5.1
c:vabb:466019,5.3
c:vabb:466022,5.6
c:vabb:466025,6.1.1
c:vabb:466026,3.2
c:vabb:466029,6.2.2
c:vabb:466034,3.3
c:vabb:466035,2.1
c:vabb:466036,5.4
c:vabb:466037,5.9
c:vabb:466039,3.3
c:vabb:466042,5.2
c:vabb:466043,5.5
c:vabb:466044,5.5
c:vabb:466046,5.3
c:vabb:466047,5.4
c:vabb:466049,1.6
c:vabb:466050,3.2
c:vabb:466051,5.3
c:vabb:466052,6.1.1
c:vabb:466055,5.4
c:vabb:466058,3.3
c:vabb:466059,5.5
c:vabb:466064,3.3
c:vabb:466066,2.1
c:vabb:466067,5.5
c:vabb:466069,5.2
c:vabb:466072,6.1.1
c:vabb:466073,6.2.2
c:vabb:466075,2.5
c:vabb:466077,6.3.1
c:vabb:466079,3.1
c:vabb:466081,3.1
c:vabb:466082,6.4
c:vabb:466083,5.6
c:vabb:466084,5.4
c:vabb:466086,3.2
c:vabb:466088,5.5
c:vabb:466090,6.1.1
c:vabb:466091,3.3
c:vabb:466092,5.4
c:vabb:466092,5.5
c:vabb:466097,5.6
c:vabb:466099,5.2
c:vabb:466101,3.2
c:vabb:466103,5.7
c:vabb:466104,6.1.1
c:vabb:466105,5.1
c:vabb:466112,5.7
c:vabb:466118,5.1
c:vabb:466121,3.2
c:vabb:466128,6.2.1
c:vabb:466129,3.3
c:vabb:466132,3.2
c:vabb:466133,5.5
c:vabb:466134,3.1
c:vabb:466137,5.7
c:vabb:466138,5.1
c:vabb:466140,5.1
c:vabb:466144,3.3
c:vabb:466150,1.2
c:vabb:466152,3.2
c:vabb:466154,6.2.2
c:vabb:466155,5.4
c:vabb:466156,3.3
c:vabb:466157,5.1
c:vabb:466158,5.5
c:vabb:466159,5.5
c:vabb:466161,3.2
c:vabb:466162,6.4
c:vabb:466163,3.2
c:vabb:466165,3.2
c:vabb:466170,3.1
c:vabb:466171,5.6
c:vabb:466173,1
c:vabb:466174,6.3.1
c:vabb:466175,6.2.2
c:vabb:466179,5.8
c:vabb:466180,3.1
