ID,Name,Disciplines,when_added
6301965e-32cc-4047-9e65-daed891a4240,"Architecture, Sint-Lucas Brussels and Ghent Campuses","['020101', '020102', '020108', '060401', '060402', '060403', '060408']",0
2393a565-bab5-4281-94b0-01c7b529db6c,Associated Faculty of the Arts,"['060412', '060403', '060404', '060405', '060410', '060411', '060499', '069901']",0
f2406cda-0683-427d-8217-e1071d3a5e3c,Department of Telecommunications and information processing,"['020801', '020206', '020202']",0
