ID,Name,Disciplines,when_added
2289ae94-2f0f-433e-ac5b-11de25835fb8,Architecture and Society,"['020101', '020102', '020108', '060401', '060402', '060403', '060408']",1
f2db002f-fde6-4c4f-b88b-8fea1b878d0f,"History, Theory and Criticism of Architecture","['020101', '060401', '060403', '020108', '060402', '060408', '020102']",1
26472cb7-8b0d-49f4-8b25-a5b75d37a4c0,Architecture and Design,"['020101', '060403', '060401', '020102', '060402']",1
