ID,Name,Start,End,Disciplines,Persons,Organisations,Publications,Alias,when_added
6eff2cd9-afc7-46dd-9043-a2b10cdf8f5b,The Emergent Urbanism s of Suburbio GuayaquilA spatial ethnography of incremental grassroots development in times of a changing society and environment,2015-03-30Z,2019-03-30Z,"['020101', '020102', '020108', '060401', '060402', '060403', '060408', '050701', '050702', '050703', '050704', '050799']","['3de615bf-4167-4fa5-a4d3-0dac8248798a', '6d03a365-af9c-46ed-a300-433c4cf85156', 'cadf5bdd-bb44-4097-97de-4a2a91f5ad27']","['fb14da26-4419-420c-9289-738f31f22851', 'fb14da26-4419-420c-9289-738f31f22851']",[],[],1
5fd49079-1453-468e-b0ae-a05a11a24355,4D Imaging for Mechanobiology,2018-05-01Z,2022-04-30Z,"['020601', '020602', '020603', '020604', '020699', '030126', '030134', '030403', '030626', '030634', '030103', '030603']","['7b1ecc86-ba93-4868-bb7e-002c9f60ddd5', '19191b45-c26a-4737-9f24-4a3996b33be6', '33440194-b933-4a06-a738-4e0b8a2cc681', '6216e18c-5a68-4e48-8f51-aee21a1ff712', '92c369e3-ff5b-44d0-aa49-26c122a4ee27', '4e7f9916-5be6-4d0c-a38a-06baf6e1bf91', 'ee1d42e4-62da-425b-918e-0d5b0d7fbfd0', 'f30cafa6-b4cf-440c-89d7-aa2bedf43860', '05e00835-520a-4d3b-8e53-fbe03c1e43c7', 'f40bf264-976e-488b-87df-ac112777bc7f']","['a2927567-fc37-46ce-ab89-e620e2283982', '3b6ff31d-37d2-4877-b3b2-30a5f7994126', '61a9f0d7-1f47-46b1-9a91-25973d85f88e', 'f22b6437-674b-47d3-8f97-6fdc31c9dc36', '7348ee08-0ff8-4cf0-8ba4-7cb550170d25', '7348ee08-0ff8-4cf0-8ba4-7cb550170d25', 'a2927567-fc37-46ce-ab89-e620e2283982', 'bd5a9007-405a-4a9e-90f5-c218b16ae8f2', 'b9b3c61e-650e-4463-a0e2-6de8f49917ba', 'b9b3c61e-650e-4463-a0e2-6de8f49917ba']",[],[],1
fcd8cc0c-0a65-4076-9d9a-ef5a44d88c26,Somite development in 3D in vitro synthetic microenvironments ,2016-08-01Z,2018-07-31Z,"['030103', '030603']",['05e00835-520a-4d3b-8e53-fbe03c1e43c7'],['b9b3c61e-650e-4463-a0e2-6de8f49917ba'],[],[],1
bcbab73d-fc6b-4dcd-b8f1-ee986f6d080a,Transformative practices of inhabitation as an implicit urban project moving from ethnography to projective scenarios in three large scale social housing estates in Brussels ,2017-10-01Z,2019-09-30Z,"['050401', '020111']","['8ba588bf-05a2-433f-8ef4-aac328e408b3', '6a404c03-9e5a-4a53-8f4f-efe685a16b11', '3de615bf-4167-4fa5-a4d3-0dac8248798a']","['fb14da26-4419-420c-9289-738f31f22851', '81be64dc-b97d-4618-9c2d-5ad860481f98', 'fb14da26-4419-420c-9289-738f31f22851']",[],[],1
73d6fcf4-a918-499b-8c3c-7557a9650d1c,Drowning landscapes along the Scheldt Threat or opportunity Shifting prehistoric land use along changing waterways during the Early and Middle Holocene,2017-10-01Z,2020-12-31Z,"['060105', '06010117', '01050606', '010610', '06010503', '060101', '06010108', '06010119', '06010303', '060199', '06010127', '010506', '01050602', '01050303', '060104', '050401', '06010124', '010605', '06010116']","['45230f30-5ba1-4ba1-a305-1307392c1cc1', 'acb40a5f-ab6c-4759-90b2-7f2bc628d4a4']","['eda251f4-4796-4ac5-a6de-0e58a70f58aa', 'eda251f4-4796-4ac5-a6de-0e58a70f58aa']",[],[],1
ff11f57c-9d93-41aa-b1c4-2557426c5503,Understanding the role of cell matrix mechanics in angiogenesis using in vitro bioengineered microenvironments,2018-01-01Z,2021-12-31Z,"['030105', '030605']","['05e00835-520a-4d3b-8e53-fbe03c1e43c7', 'f40bf264-976e-488b-87df-ac112777bc7f']","['b9b3c61e-650e-4463-a0e2-6de8f49917ba', 'b9b3c61e-650e-4463-a0e2-6de8f49917ba']",[],[],1
2ef3cfbd-4d0d-443b-9187-564ccca8683a,Archaeological assessment of sites within the Rooivel Papevijvers zone in Oostkamp West Flanders ,2008-07-01Z,2008-11-30Z,"['06010303', '06010503', '06010104', '060101', '06010116', '06010108', '06010105', '06010125', '050401', '06010117', '060199', '06010112', '060105', '060104', '06010127', '06010119', '06010124', '06010121']","['acb40a5f-ab6c-4759-90b2-7f2bc628d4a4', 'e5de9cf0-0afb-4cd9-a7a7-abd2e88cf474']","['eda251f4-4796-4ac5-a6de-0e58a70f58aa', 'eda251f4-4796-4ac5-a6de-0e58a70f58aa']",[],[],1
39434e05-4000-4959-838c-06d3f3d30a27,The impact of the physical characteristics of flint and their weathering on the preservation of prehistoric use wear traces,2016-10-01Z,2021-07-31Z,"['06010124', '06010121', '060101', '060199', '06010108', '06010503', '06010114', '060105']","['29adae20-a419-4600-9f16-c96c4a316bfa', 'acb40a5f-ab6c-4759-90b2-7f2bc628d4a4']","['05505e8a-c343-4ca6-bdf2-d0d37b7fd9b2', 'eda251f4-4796-4ac5-a6de-0e58a70f58aa']",['65ff1802-21af-4a24-af8f-4b6991c7ab2c'],[],1
8851cf29-f1d6-42e6-82f1-eeb9e649d9d5,Mechanotransduction in Human Neural Tube Organoids and their Fate Regulatory Effects,2019-10-01Z,2022-09-30Z,"['02050102', '02999902', '02050302', '01030404', '02050199']","['38c80753-5e70-49b1-baaf-2f98f36771ee', '05e00835-520a-4d3b-8e53-fbe03c1e43c7']","['b9b3c61e-650e-4463-a0e2-6de8f49917ba', 'b9b3c61e-650e-4463-a0e2-6de8f49917ba']",[],[],1
68c7a00d-dce8-4f1a-94a1-13038b45b520,The roles of demic diffusion and or local adoption in the transitions toward agropastoral Neolithic lifeways in the sandy lowland of Belgium,2015-09-01Z,2020-06-30Z,"['06010124', '060104', '060199', '06010114', '060101', '06010503', '06010121', '060105', '06010108']",['acb40a5f-ab6c-4759-90b2-7f2bc628d4a4'],['eda251f4-4796-4ac5-a6de-0e58a70f58aa'],['0e610312-99df-46bb-b5fb-e7f4075a3c11'],[],1
