ID,Name,Start,End,Disciplines,Persons,Organisations,Publications,Alias,when_added
5294002a-89b4-4339-b1f8-5df547dc512a,Effects of muscle fatigue cognitive complexity and time pressure on the proprioceptive control of movement in young and older adults ,2014-10-01Z,2018-09-30Z,"['030116', '030128', '030132', '030199', '030399', '030403', '030499', '030616', '030628', '030632', '030699', '039999']","['ac3b8c71-68b3-4277-a7f5-d057a3dbe325', '86690a80-d34d-4672-b776-265a498d042b']","['d4a49766-ed89-4de9-a06b-3c45f728354f', 'd4a49766-ed89-4de9-a06b-3c45f728354f']",[],[],1
a47e7e86-d09d-42b8-a0d8-73d9a1c848ac,WAter MAnagement and urban DEvelopment in Ha Tinh in relation to climate change WAMADE ,2016-03-13Z,2019-12-31Z,['050203'],['8c662e7b-3e22-4f37-bc2f-a4c7f8593181'],['0b80bc7a-ea97-457b-a25b-366a1779c4ce'],[],[],1
0d2bd702-6a7d-44d0-a605-771e8a0cc9f8,Soil Care for profitable and sustainable crop production in Europe,2016-03-01Z,2021-02-28Z,"['010704', '040103']","['e6eafc5e-4084-4c4a-9829-6221b38221a6', '8d75503c-b197-42ff-97a2-ff3ca483bc49']","['a4fa9f04-7458-4b0b-bbce-f184b253499d', '960b6e0f-81e7-49eb-9e82-c1a0423d6a51']",[],[],1
a82e104a-b709-49eb-9d30-1cc938db1142,The neural basis of action understanding ,2010-10-01Z,2015-12-04Z,[],"['de8e4472-e658-4df6-9492-6538d8ea8ad9', '86690a80-d34d-4672-b776-265a498d042b', 'a44e7ec5-7a8b-4d57-9772-db90391f2ec3']","['d4a49766-ed89-4de9-a06b-3c45f728354f', 'd4a49766-ed89-4de9-a06b-3c45f728354f', 'd4a49766-ed89-4de9-a06b-3c45f728354f', 'd4a49766-ed89-4de9-a06b-3c45f728354f', 'd4a49766-ed89-4de9-a06b-3c45f728354f']",['87ddb404-b253-4cb4-8a00-864ee779113e'],[],1
c0497c3d-9ce9-4f8f-8cc2-3156105501da,SSAVE,2019-10-01Z,2022-03-31Z,['02030810'],['e739bf7a-76c2-4e6e-8b6e-4dcf863be95f'],['4ad02e7f-d5fa-4d66-98bb-d2f63929649a'],[],[],1
20a57fa5-8fd1-4f70-82e4-24b9fce719f4,Plant Optical Types to Predict Ecosystem Impacts of Plant Invasions ,2015-12-01Z,2020-05-31Z,"['010604', '010703', '010799']","['cfe09c7e-3600-4b8b-ae01-39d3f1d16ddf', '8c662e7b-3e22-4f37-bc2f-a4c7f8593181']","['91711c6f-4410-4aa8-acd3-ac3d3a48ed12', '0b80bc7a-ea97-457b-a25b-366a1779c4ce']",[],[],1
3cbbd147-7e7d-4c63-a680-2ebb76e7c93f,Repetitive subconcussive head impacts brain alterations and clinical consequences RepImpact ,2017-10-01Z,2020-09-30Z,"['030126', '030402', '030405', '030626', '030123', '030623', '050103', '050105', '050106']","['648fe7df-0f31-45a6-bf01-ae5e1ee51f93', 'ac68be55-0df7-45f1-b1c6-c0a077e5b09f', '86690a80-d34d-4672-b776-265a498d042b']","['d4a49766-ed89-4de9-a06b-3c45f728354f', 'd4a49766-ed89-4de9-a06b-3c45f728354f', 'd4a49766-ed89-4de9-a06b-3c45f728354f']",[],[],1
b3b0a763-09ec-4810-89d3-eea13c1a8e1f,Impacts of Climate Change on Catchment Runoff for the Paute River Basin in the Southern Ecuadorian Andes,2008-09-25Z,2013-10-23Z,"['020104', '020105', '020106', '020112', '020113', '010506']","['8d75503c-b197-42ff-97a2-ff3ca483bc49', 'bc0f9110-625d-405a-b5cb-bfe83ba3cc25', '25be478a-f518-4919-824b-773470c9d2c6']","['960b6e0f-81e7-49eb-9e82-c1a0423d6a51', 'b3431bac-9a24-47bc-9886-04e9efcb20a6', 'b3431bac-9a24-47bc-9886-04e9efcb20a6']",[],[],1
09c49e3e-6302-44de-8aed-225095adb18f,Remote sensing image processing algorithms for land use and land cover monitoring systems,2017-10-16Z,2020-10-15Z,"['020205', '020601', '020804']",['8c662e7b-3e22-4f37-bc2f-a4c7f8593181'],['0b80bc7a-ea97-457b-a25b-366a1779c4ce'],[],[],1
e5b31006-64a2-4e5a-a6c0-c60c31878e0c,The neural basis of lumbosacral proprioceptive impairment in recurrent low back pain ,2011-01-01Z,2015-02-12Z,"['030126', '030402', '030405', '030626']","['86690a80-d34d-4672-b776-265a498d042b', '93a6fe60-c22f-4163-8be0-cedcf6b57343', '864e99df-3ef6-4855-89da-291a2c8ab46a']","['d4a49766-ed89-4de9-a06b-3c45f728354f', '4de38627-7da8-4cd6-8b1e-5885812ee67e', '4de38627-7da8-4cd6-8b1e-5885812ee67e']",[],[],1
205ab707-76ed-4108-b23d-9b43c17d6c55,HI I T it The neurophysiological basis of high intensity interval training for enhancing motor learning and memory consolidation in young and older adults ,2019-10-01Z,2023-09-30Z,"['03011899', '03012302', '03012306', '03012399', '03040203']","['addb8b7b-77bb-4875-93c2-255754a58ad9', '86690a80-d34d-4672-b776-265a498d042b']","['d4a49766-ed89-4de9-a06b-3c45f728354f', 'd4a49766-ed89-4de9-a06b-3c45f728354f']",[],[],1
e7c76732-ade2-4de6-aa59-d3c56ffa36f2,Effects of non invasive brain stimulation on motor learning related neuroplasticity in healthy older adults,2016-04-01Z,2018-03-31Z,"['030123', '030623', '050103', '050105', '050106']","['4dfaba36-eae1-4cbd-9923-9e8bc163ec24', '86690a80-d34d-4672-b776-265a498d042b']","['d4a49766-ed89-4de9-a06b-3c45f728354f', 'd4a49766-ed89-4de9-a06b-3c45f728354f']",[],[],1
011bb996-d3d7-4a27-89e5-bfdedd0dc99b,Boosting motor learning related neuroplasticity in healthy older adults with non invasive brain stimulation ,2016-10-01Z,2019-09-30Z,"['030123', '030623', '050103', '050105', '050106']","['4dfaba36-eae1-4cbd-9923-9e8bc163ec24', '86690a80-d34d-4672-b776-265a498d042b']","['d4a49766-ed89-4de9-a06b-3c45f728354f', 'd4a49766-ed89-4de9-a06b-3c45f728354f']",[],[],1
211482e1-6b8b-4d3a-a924-184db68a358e,Resilience mechanisms for risk adapted forest management under climate change,2017-03-31Z,2022-03-30Z,"['010506', '020202', '029901']",['8c662e7b-3e22-4f37-bc2f-a4c7f8593181'],['0b80bc7a-ea97-457b-a25b-366a1779c4ce'],[],[],1
ab1bf07c-0140-4924-9ab0-4babd7f7f88f,Predicting ecosystem changes following invasions from plant functional types to plant optical types a proof of concept ,2015-10-01Z,2019-09-30Z,"['010606', '010610']",['8c662e7b-3e22-4f37-bc2f-a4c7f8593181'],['0b80bc7a-ea97-457b-a25b-366a1779c4ce'],[],[],1
23c8c239-a32e-4cd3-af98-ad7cbccb913a,High spatial resolution satellite imagery for irrigation scheduling in hedgerow cropping systems,2010-10-01Z,2018-10-03Z,"['020203', '020303', '020308', '020802', '040103', '040104', '040105']","['8c662e7b-3e22-4f37-bc2f-a4c7f8593181', '0be52f02-165a-450b-b667-18db67d62fdc', '50b8271e-6d30-4a94-8db5-ad891033a329']","['0b80bc7a-ea97-457b-a25b-366a1779c4ce', '125863a2-9da9-4703-a140-02d7179ab67e', 'a2927567-fc37-46ce-ab89-e620e2283982']",['d0dae7c8-74f3-4c5d-8058-ad164233d948'],[],1
91cf2af6-6fa7-4eea-9c21-9ff288679a34,The association between motor skill learning and dynamics of GABA synaptic density and connectivity in motor related brain regions ,2020-11-01Z,2022-10-31Z,"['03011804', '03011899', '03012306', '03022301', '03062302']","['24e9ba01-07dc-4123-af67-19e82f5fc108', '86690a80-d34d-4672-b776-265a498d042b']","['3597372b-603f-4e36-95a9-f6dc37270c36', 'd4a49766-ed89-4de9-a06b-3c45f728354f']",[],[],1
09dbfa6a-f154-4739-9e3b-617fc33d0d52,The Garden Monitor integrating remote sensing and crowd sourcing technology ,2015-12-01Z,2016-05-29Z,[],"['f24b0b3e-aaac-4145-a412-09b694c875d2', '8c662e7b-3e22-4f37-bc2f-a4c7f8593181']","['44f52db8-05c1-4410-b514-a88b0e3861a8', '0b80bc7a-ea97-457b-a25b-366a1779c4ce']",[],[],1
6a2a86db-54c9-4a77-9f9f-cebb7caaa9cc,Climate change adaptation and alien invasive species,2020-10-13Z,2024-10-13Z,"['01050607', '01050601', '01060408', '01060412', '01070306']","['8c662e7b-3e22-4f37-bc2f-a4c7f8593181', '5e160867-463e-485a-bacf-b684b1b2c87a', '8294d54d-0055-4d7f-9638-afe15b4ad46b', 'd6127a63-8800-404a-b7dc-868ff4b71a13']","['f74d3c9c-2f54-4b95-9b41-61afcfe2a878', 'f74d3c9c-2f54-4b95-9b41-61afcfe2a878', 'f74d3c9c-2f54-4b95-9b41-61afcfe2a878', 'f74d3c9c-2f54-4b95-9b41-61afcfe2a878']",[],[],1
ae938b38-ce3f-4437-9a9c-4199c4700979,Structural and functional brain connectivity for executive control over action in aging,2018-10-01Z,2021-09-30Z,"['030126', '030402', '030405', '030626', '030123', '030623', '050103', '050105', '050106', '050301']","['21ed9700-2c2c-460d-b2c4-bceb94ccf4ad', '86690a80-d34d-4672-b776-265a498d042b']","['d4a49766-ed89-4de9-a06b-3c45f728354f', 'd4a49766-ed89-4de9-a06b-3c45f728354f']",[],[],1
