ID,Name,Disciplines,when_added
3420d399-29f4-4edf-9f9d-252e7b1d400d,"Urban Design, Urbanism, Landscape and Planning","['020109', '020111']",0
eda251f4-4796-4ac5-a6de-0e58a70f58aa,Department of Archaeology,['060101'],0
b9b3c61e-650e-4463-a0e2-6de8f49917ba,Biomechanics Section,"['030103', '030603', '030126', '030626', '030134', '030403', '030634', '020601', '020602', '020603', '020604', '020699']",0
