ID,Name,Start,End,Disciplines,Persons,Organisations,Publications,Alias,when_added
9d874e79-bdec-4022-ab34-c8c3e1f086d6,Lobbying for forest justice Transnational dimensions of forest justice advocacy in the European UnionU 43 2019s EU 39 s Voluntary Partnership Agreements VPAs ,2019-11-01Z,2021-10-31Z,"['05060207', '05060604', '05060204', '05060206']","['1df2d32d-8d13-4509-8038-d3eee6ce3677', 'f19619e2-340d-47ef-9792-35d2436febc4']","['45ff2fc2-f78b-489c-ae38-b6fca2022521', '45ff2fc2-f78b-489c-ae38-b6fca2022521']",[],[],1
15ec25c0-a04d-4209-bce7-63dc2d19405e,A MALDI 8020 mass spectrometer for peptide and protein analysis ,2020-12-01Z,2022-11-30Z,"['01061109', '01060208', '01060201']","['353e0433-202a-4028-b1dd-8ffbda598022', '8834112c-33f1-4ee6-8a34-9c09a7b71535', '4c582812-79c5-4f55-bd31-381c18351da3']","['adbfa1d6-6a4b-4abf-8dc4-ea71c647af26', 'adbfa1d6-6a4b-4abf-8dc4-ea71c647af26', 'c67d5ec0-4ab8-48f8-a774-ee86f23cc2c8']",[],[],1
d8160baf-26bb-47c5-af9a-5fba4e4b4ba8,Novel molecular intervention technology for infectious and allergic respiratory diseases,2012-01-01Z,2018-08-31Z,"['030216', '030614', '030116', '030616', '010611', '030220', '030120', '030620', '010608', '030114', '030214']",['8834112c-33f1-4ee6-8a34-9c09a7b71535'],['adbfa1d6-6a4b-4abf-8dc4-ea71c647af26'],[],[],1
7b2c619f-2a85-435a-8b94-f1a99c25026c,GlycoCirrhoTest manufacturing demonstration CE mark preparation and establishing link to pathology of cirrhotic liver regeneration ,2013-07-01Z,2016-06-30Z,"['030109', '030209', '030609']","['8834112c-33f1-4ee6-8a34-9c09a7b71535', 'c665e5a5-8c68-4c38-901e-b9b32f62501b']","['adbfa1d6-6a4b-4abf-8dc4-ea71c647af26', 'ae0fd542-8bb0-4e90-93fa-47d48ca37e41']",[],[],1
3ebd0c05-b505-4897-b71f-39075cb79d6d,Screening entire proteomes for yeast expressable fragments,2010-10-01Z,2012-09-30Z,"['030617', '010611', '010602', '030217', '030117']",['8834112c-33f1-4ee6-8a34-9c09a7b71535'],['adbfa1d6-6a4b-4abf-8dc4-ea71c647af26'],[],[],1
819a0494-0f90-4268-9e8e-64b70b99c9bd,Understanding optimizing and expanding target space of yeast secreted edible antibodies ,2020-11-01Z,2022-10-31Z,"['02060407', '02060401', '03050401', '03021001']","['f30196d5-a098-469f-b2b0-569f4e0c2c77', '8834112c-33f1-4ee6-8a34-9c09a7b71535']","['adbfa1d6-6a4b-4abf-8dc4-ea71c647af26', 'adbfa1d6-6a4b-4abf-8dc4-ea71c647af26']",[],[],1
39283a85-c722-4a92-b9df-479f87b729dc,The EUU 43 2019s approach to tackling illegal logging in third countries A comprehensive and political science analysis of the Voluntary Partnership Agreements,2017-10-01Z,2021-09-30Z,"['050299', '050602', '050605', '050607', '050603', '050608', '050604', '050699', '050606', '050601']","['f19619e2-340d-47ef-9792-35d2436febc4', '1df2d32d-8d13-4509-8038-d3eee6ce3677']","['45ff2fc2-f78b-489c-ae38-b6fca2022521', '45ff2fc2-f78b-489c-ae38-b6fca2022521']",[],[],1
9a944a8c-cccd-451e-827e-1e3bce0e1286,Improving monoclonal antibody production in glycosylationhumanized Pichia pastoris strains,2018-01-01Z,2019-12-31Z,[],"['8834112c-33f1-4ee6-8a34-9c09a7b71535', '923af30a-dbaa-4290-9940-31a1073f0e0c', 'dad6839d-880b-446b-8c0c-681579240020']","['adbfa1d6-6a4b-4abf-8dc4-ea71c647af26', 'adbfa1d6-6a4b-4abf-8dc4-ea71c647af26', 'adbfa1d6-6a4b-4abf-8dc4-ea71c647af26']",[],[],1
fbb86596-7f13-4fc9-ac04-983a9dbf75d2,European power in a period of malaise The dynamics behind European trade policy towards developing countries,2007-01-01Z,2011-10-31Z,"['050602', '050607', '050605', '050601', '050604', '050699', '050299', '050606', '050608', '050603', '050201']","['fcd2043c-0f61-41ea-8369-0959c7702895', 'f19619e2-340d-47ef-9792-35d2436febc4']","['45ff2fc2-f78b-489c-ae38-b6fca2022521', '45ff2fc2-f78b-489c-ae38-b6fca2022521']",[],[],1
24ee6b4e-9562-4622-9e33-1c61e09a24fc,Orally deliverable antibodies against gastrointestinal targets of importance in human medicine ,2020-02-15Z,2022-02-14Z,['01060899'],['8834112c-33f1-4ee6-8a34-9c09a7b71535'],['adbfa1d6-6a4b-4abf-8dc4-ea71c647af26'],[],[],1
ddb8b512-c3ac-4e7a-95b2-0b461d27f480,The incorporation of climate change objectives in EU development policies An analysis of variation across developing countries,2014-10-01Z,2018-09-30Z,"['050299', '050699', '050604', '050608', '050606', '050607', '050601', '050603', '050605', '050602']","['16ef7a28-84e5-493b-9ee3-e7c1a772de47', 'f19619e2-340d-47ef-9792-35d2436febc4']","['45ff2fc2-f78b-489c-ae38-b6fca2022521', '45ff2fc2-f78b-489c-ae38-b6fca2022521']",[],[],1
d271ba5e-bed8-4db4-ba20-d370cf317b0d,In vitro and in vivo glyco engineering of human IgG and the leukocyte cell surface with new fucosidasen,2011-10-01Z,2016-06-30Z,['010611'],"['8834112c-33f1-4ee6-8a34-9c09a7b71535', '59ef71ce-b078-4dac-adb9-bcece74a4eae']","['adbfa1d6-6a4b-4abf-8dc4-ea71c647af26', 'adbfa1d6-6a4b-4abf-8dc4-ea71c647af26']",[],[],1
2c7e6995-75b4-4ce3-8d80-fc7a618b5b29,GlyConnect developing glyco active enzyme reagents for therapeutic glycoprotein functionality enhancement,2019-01-01Z,2020-12-31Z,"['030617', '030117', '010611', '030217', '010602']","['6ab8d8c6-71e6-4565-ab7d-e39a7c07344d', '8834112c-33f1-4ee6-8a34-9c09a7b71535']","['adbfa1d6-6a4b-4abf-8dc4-ea71c647af26', 'adbfa1d6-6a4b-4abf-8dc4-ea71c647af26']",[],[],1
3ca0279b-e4fb-473d-8e61-49d3eb5fe93b,Understanding Bacille Calmette Guerin 39 s immune defenses to generate a truly protective TB vaccine ,2011-07-01Z,2016-04-30Z,"['030620', '010608', '030616', '010611', '030120', '030216', '030116']",['8834112c-33f1-4ee6-8a34-9c09a7b71535'],['adbfa1d6-6a4b-4abf-8dc4-ea71c647af26'],[],[],1
c33177b3-c5b3-43cb-a94d-998941df405c,Succesfully mainstreaming gender in Eu development cooperation and the role of the EU the partner country and civil society a best and worst ases analysis ,2012-10-01Z,2015-09-30Z,"['050606', '050601', '050608', '050605', '050299', '050603', '050604', '050607', '050602', '050699']","['f19619e2-340d-47ef-9792-35d2436febc4', '68454c39-1eb6-492a-8eed-074a34ee020c']","['45ff2fc2-f78b-489c-ae38-b6fca2022521', '45ff2fc2-f78b-489c-ae38-b6fca2022521']",[],[],1
f4abe8aa-b820-432b-910c-d21768901457,Assembly and optimization of synthetic pathways Saccharonmyces cerevisiae aurones case study,2014-01-01Z,2017-12-31Z,"['030116', '030216', '030616']","['a78b94d6-11b1-418a-84a9-a7b6e9222422', 'b96733f4-4188-4b7f-9e66-f17d1aaf02e1', '8834112c-33f1-4ee6-8a34-9c09a7b71535']","['e4b3631f-abdd-45bf-a5e9-86c6f2e6e4d9', 'e4b3631f-abdd-45bf-a5e9-86c6f2e6e4d9', 'adbfa1d6-6a4b-4abf-8dc4-ea71c647af26']",[],[],1
bb756cae-5d04-4961-836e-bd325738fdc2,Exploration of differentiated iPSCs as peptide antigen source for tolerizing immunizations in autoimmune disease,2014-10-01Z,2017-09-30Z,['010699'],"['40d226be-d942-41bd-9125-ce29d3242a7a', '8834112c-33f1-4ee6-8a34-9c09a7b71535']","['adbfa1d6-6a4b-4abf-8dc4-ea71c647af26', 'adbfa1d6-6a4b-4abf-8dc4-ea71c647af26']",[],[],1
b5e1aff4-6e50-43e6-bc51-a3fadca43c06,Development of novel expression technology for eukaryotic membrane proteins application to G protein coupled receptors,2010-10-01Z,2014-09-30Z,"['010611', '020603', '020799', '020602', '020702', '030217', '020699', '030117', '020701', '020601', '010602', '030617', '020501']","['f45403f3-9bd5-4731-bba2-e40489062b61', '8834112c-33f1-4ee6-8a34-9c09a7b71535']","['adbfa1d6-6a4b-4abf-8dc4-ea71c647af26', 'adbfa1d6-6a4b-4abf-8dc4-ea71c647af26']",[],[],1
099c8446-d4ae-4969-99b3-cf0cbc302ff8,The Europeanization of Central and Eastern Europe Poland case after accession 2004 2010 an illustration of the European Union as a civil power ,2007-10-01Z,2010-09-30Z,"['050602', '050604', '050605', '050606', '050699', '050299', '050608', '050603', '050607', '050601']","['f19619e2-340d-47ef-9792-35d2436febc4', 'fcd2043c-0f61-41ea-8369-0959c7702895']","['45ff2fc2-f78b-489c-ae38-b6fca2022521', '45ff2fc2-f78b-489c-ae38-b6fca2022521']",[],[],1
168d5edb-3455-48fc-8949-561e6debc262,The influence of the Hungarian Polish and Lithuanian EU Presidencies on the EU 39 s policy towards its Eastern Neighbourhood,2013-03-01Z,2013-04-30Z,"['050602', '050601', '050603', '050608', '050605', '050699', '050607', '050604', '050299', '050606']",['f19619e2-340d-47ef-9792-35d2436febc4'],['45ff2fc2-f78b-489c-ae38-b6fca2022521'],[],[],1
b8053f27-eec7-4b8e-8e04-e66735d70cc0,The European ParliamentU 43 2019s position on international trade a topic modeling and discourse theoretical approach,2016-10-15Z,2020-10-16Z,"['050603', '050605', '050604', '050201', '050606', '050299', '050602', '050608', '050699', '050601', '050607']","['f19619e2-340d-47ef-9792-35d2436febc4', '0632563f-009c-4a91-b774-41262476e7f7']","['45ff2fc2-f78b-489c-ae38-b6fca2022521', '45ff2fc2-f78b-489c-ae38-b6fca2022521']",[],[],1
0642c7fb-54b1-45e3-8c8d-b7145dfd84bc,Human rights and EU development policy The reasons for sanctioning ACP countries,2008-10-01Z,2012-09-30Z,"['050502', '050699', '050604', '050606', '050601', '050607', '050299', '050603', '050605', '050602', '050608', '050203']","['87b376b3-73c2-4fdb-8d74-662d96a506e3', 'f19619e2-340d-47ef-9792-35d2436febc4']","['45ff2fc2-f78b-489c-ae38-b6fca2022521', '45ff2fc2-f78b-489c-ae38-b6fca2022521']",[],[],1
ade3f310-6ef9-476a-b030-b7f637ef11fd,Novel glycoproteomics methodology for discovering tumor specific cell surface glycopeptide epitopes ,2017-10-01Z,2021-09-30Z,"['010602', '030217', '030117', '010611', '030624', '030222', '030617', '030224', '030122', '030124', '030622']","['3a6009c0-f6fe-46ea-ad29-aed7ab09e8c4', '8834112c-33f1-4ee6-8a34-9c09a7b71535']","['adbfa1d6-6a4b-4abf-8dc4-ea71c647af26', 'adbfa1d6-6a4b-4abf-8dc4-ea71c647af26']",[],[],1
c607e521-aa27-4d32-a2f2-bd253192afd2,ICP Interuniversity Programme Physical land resources 2016 2017,2016-09-22Z,2017-09-30Z,['01070405'],"['a82b612c-0351-46f5-99c8-e4f5c66a6aea', 'b73e0e47-ad11-4ce7-a065-2993e6c3b602', '27813e36-52b2-4042-b892-44855a1813f0', '0b0fe4e7-434d-44da-a0a6-caea27e5f15f']","['2b317cdb-3a20-47d7-b2bd-75aa36eb9734', '2b317cdb-3a20-47d7-b2bd-75aa36eb9734', 'f28fd86e-fce7-4c98-90fb-015b1a4e5523', 'd6641f5d-70d8-436d-aa65-3989c379688b', 'd6641f5d-70d8-436d-aa65-3989c379688b']",[],[],1
ffe3bfc6-316b-4909-818e-46e0479ac5b2,Glyco engineering of allergens for active immunotherapy,2014-01-01Z,2017-12-31Z,"['030117', '030217', '030617', '010602']","['dd89789d-72d0-4be5-800c-a9992f906a54', '8834112c-33f1-4ee6-8a34-9c09a7b71535']","['adbfa1d6-6a4b-4abf-8dc4-ea71c647af26', 'adbfa1d6-6a4b-4abf-8dc4-ea71c647af26']",[],[],1
96a7ab46-5092-4601-ac3c-72292bffbd3f,Numerical research on the optimization of maintenance dredging in the Westerschelde and Zeeschelde ,2010-01-01Z,2013-12-31Z,"['0203', '0201', '0105']","['41d48e37-d7d9-4d3d-acd2-f08fc9ced8ac', 'b73e0e47-ad11-4ce7-a065-2993e6c3b602']","['2b317cdb-3a20-47d7-b2bd-75aa36eb9734', '2b317cdb-3a20-47d7-b2bd-75aa36eb9734']",[],[],1
