ID,Name,Disciplines,WoS ID,Disciplines WoS,vabb ID,Disciplines vabb,Persons,Size,Alias,when_added
3544e9b5-bf3b-4c1a-8872-39a34c98755d,Validation of morphological approaches for assessing soil structural quality of soils with contrasting characteristics,[],[],[],[],[],"['2a083f74-769e-4276-b9a4-2ff55c2d7604', '7c41f305-561f-4197-a268-a2746a1dc1fa']",5,[],1
463e4e48-6522-4594-b509-fb5e7f85b157,Seven years resource-conserving agriculture effect on soil quality and crop productivity in the Ethiopian drylands,"['0401', '0207', '0401']",['000381834000012'],['0401'],['c:vabb:418666'],"['0207', '0401']","['1082a7ed-28d3-42e5-acef-cbfe3632e2b5', '2a083f74-769e-4276-b9a4-2ff55c2d7604']",8,['82482333-d6d1-423f-ae56-0bce8b5feba9'],1
9087af3e-6e59-4e10-bd77-6b32bacfd60a,Interval fields: Capturing spatial uncertainty within a non-probabilistic framework,[],[],[],[],[],"['6ffb4b13-811d-45f2-a0bd-3d417da5a30f', '61e91b86-faa5-413d-96c8-396b4bff3b32', '4b74615b-d701-4448-a191-cb19436ee4cb', 'a07d1de5-b80d-45bf-9faf-007b54a85fcd']",7,[],1
a3af1d98-6648-4355-bc73-e8d9524cb5ee,Anaerobic oxidation of methane in a cold-water coral carbonate mound from the Gulf of Cadiz,['0299'],['000293776000015'],['0299'],[],[],"['10b90b96-91c1-4c6b-b0b1-cdc7f6c4b0f1', 'bdf09bca-071b-4682-be43-6c47560ecab3', '10d10b9c-43e3-432f-b66f-d1e6cf1a7096']",9,[],1
8d0358f3-44ea-4af7-8f05-1e7c262294ba,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,1
0202e5ea-7865-4629-bd28-7f0452890744,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,1
de43eff3-dc1b-4228-b286-2e2b8a641f42,Experimental investigation on puffing and micro-explosion occurrence of water in rapeseed oil emulsions droplets : effect of the surfactant concentration,[],['000428143600102'],[],[],[],"['65a761cc-8f19-4ad2-a3bf-48c31a80046f', '783d35eb-c323-4c51-953b-1874d6f09294']",5,[],1
fb43a8d6-7167-4ae3-96ec-cfde22448c9c,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,1
1737ef9d-4f13-4fb6-b463-d71fa1f6f07d,Farm compost amendment and non-inversion tillage improve soil quality without increasing the risk for N and P leaching,"['0401', '0401', '0207', '0107']",['000376803400013'],"['0401', '0401', '0207', '0107']",[],[],['2a083f74-769e-4276-b9a4-2ff55c2d7604'],9,['3850b4ef-638e-4790-8aa0-ad592d76425b'],1
0ce821c2-ddca-4716-b84e-4b988cb59192,Water ponding and catchment runoff as influenced by conservation agriculture in May Zeg-zeg (Ethiopia),[],[],[],[],[],"['4a8f4893-4e96-4139-8ee5-0c4e7cedcb40', '1082a7ed-28d3-42e5-acef-cbfe3632e2b5', '9eb13d63-eba7-4d4e-ad25-8b1ad17a4173', 'f3f600a8-3ea5-409b-8d07-32e4e6ef0308', '2a083f74-769e-4276-b9a4-2ff55c2d7604']",10,[],1
e472471b-c37b-485f-b312-24124b4207d9,The enigmatic nature of the circumstellar envelope and bow shock surrounding Betelgeuse as revealed by Herschel,[],[],[],[],[],"['d6eafa40-7820-472f-92c5-028d0e15d2d4', '87f42002-e273-411e-b31e-57f51cefc607', 'afcc515b-0a0e-4994-a99a-84760fa54fdb', 'f6bd56ad-299d-459b-a23b-cfce018bce31', '30299b90-68db-4f5a-bc7e-7c81a8762d85']",8,[],1
93a7cab3-5345-4af2-9405-25af8bf3b4f1,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,1
0b177ab7-039a-4172-98fa-b5f35f0d7fe0,Fishing for Photons: Data Reduction of MESSy PACS Images,[],['000304132300137'],[],[],[],"['ba37fc3f-7c8e-4498-bb28-02eb811e93c9', 'd6eafa40-7820-472f-92c5-028d0e15d2d4', '30299b90-68db-4f5a-bc7e-7c81a8762d85', 'c72388c1-c238-4f74-90f7-89cca7ce6fa3']",13,[],1
7110d182-4221-41fd-9b19-bb7c26ada074,Carbon allocation and carbon isotope fluxes in the plant-soil-atmosphere continuum: a review,"['0299', '0107']",['000298132200023'],"['0299', '0107']",[],[],['bdf09bca-071b-4682-be43-6c47560ecab3'],20,[],1
e1f08c80-6ee9-4364-95aa-769465f6a107,A Multi-Level Wave Based numerical modelling framework for the steady-state dynamic analysis of bounded Helmholtz problems with multiple inclusions,[],[],[],[],[],"['a95e5cba-3c51-4a04-84ce-8fb70fba31c5', '5f1c8604-32bd-44ca-b84e-f88ed79d46c1', '4b74615b-d701-4448-a191-cb19436ee4cb', '61e91b86-faa5-413d-96c8-396b4bff3b32']",4,[],1
9a92546d-cba7-4081-92aa-700a47262a97,Preliminaire studie over het belang van de opsporing van ademhalingsproblemen bij patiënten met lage rugpijn,['0399'],[],[],['c:vabb:433830'],['0399'],['b6fd60a4-c095-43ed-9743-67cd091db492'],7,"['aab489ac-7e6e-4fb4-88f3-58f22adbf7b3', '6f6328e6-ac2b-49aa-bd4a-6130d6928f26']",1
2edd17db-1dc6-4d82-bcce-702796a621f8,Heat transfer in premixed spark ignition engines part II : systematic analysis of the heat transfer phenomena,"['0104', '0104', '0204']",['000389089000070'],"['0104', '0104', '0204']",[],[],"['d400baad-3e84-4a64-99ea-480bb064d4bb', '6618d278-e8cc-4440-b029-7c82cbce9477', '783d35eb-c323-4c51-953b-1874d6f09294']",5,[],1
7a9f101e-efa9-4d24-90e5-1901a175904b,Applying design of experiments to determine the effect of gas properties on in-cylinder heat flux in a motored SI engine,[],[],[],[],[],"['d400baad-3e84-4a64-99ea-480bb064d4bb', '6618d278-e8cc-4440-b029-7c82cbce9477', '783d35eb-c323-4c51-953b-1874d6f09294']",6,[],1
76e9f4b0-fcb5-42af-bbca-c8a052769f10,Identification and quantification of multivariate possibilistic manufacturing uncertainty in dynamic numerical models,[],[],[],[],[],"['45c0252e-6bec-46c0-8424-6bbc4f77b826', '4b74615b-d701-4448-a191-cb19436ee4cb', 'a07d1de5-b80d-45bf-9faf-007b54a85fcd']",3,[],1
9b958eb6-004d-4a65-b83e-31a5b66e8ae9,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,1
468734f0-6d3f-4597-a9f9-8b9332c976d0,Medium speed diesel engines operated on alternative fuels: lessons learned and remaining questions,[],[],[],[],[],"['783d35eb-c323-4c51-953b-1874d6f09294', '33e9a57c-aa92-40fd-96b2-1730e422d13d']",5,[],1
66c8b650-fdc2-43ed-8230-fd167521d2ff,CUBESPEC: Low-cost space-based astronomical spectroscopy,[],['000450864600145'],[],[],[],"['e50457fa-af4b-4aa0-a773-f6054c4b01c9', '9af86b17-61a8-43a0-a547-356b9c056474', 'e616a1f9-0f8e-4a20-89c6-56c30478ceb1', '698bd18f-2634-4dff-92fe-57fa8510e919', '30299b90-68db-4f5a-bc7e-7c81a8762d85', '4b74615b-d701-4448-a191-cb19436ee4cb']",11,[],1
970ba47a-5a7a-473f-89c8-fa844f688267,An efficient Wave Based Method to predict the response of multilayer systems containing poroelastic materials,[],[],[],[],[],"['2214709f-d21e-4082-a2f2-11c050985706', '4b74615b-d701-4448-a191-cb19436ee4cb', '61e91b86-faa5-413d-96c8-396b4bff3b32']",3,[],1
a4d15ba6-18dd-46ca-8f7f-87b432cdf208,De lumbosacrale wervelkolom,[],[],[],['c:vabb:365428'],[],"['864e99df-3ef6-4855-89da-291a2c8ab46a', '64b0cfc6-e0a3-4efd-8576-480f849dec0d']",4,[],1
