ID,Name,Start,End,Disciplines,Persons,Organisations,Publications,when_added
348360ba-bab9-465a-847c-3b49ff2bd8c1,Elucidating the mechanism of microbial long distance electron transport ,2019-01-01Z,2022-12-31Z,"['01050307', '01060409']","['b66cbcd6-4c18-44e6-8d15-c19350644585', '47a4d840-95af-4ad8-8509-7db9a0d49ee6']","['2b9c7e71-73b3-4d90-873d-d1ed1cb000c2', 'f414cd4a-dd59-4663-94e6-573a84c78227']",[],0
a9184176-cc69-4501-9e26-7a9d90536e75,Seeing is believing unraveling inflammation in autoimmune diabetes by non invasive imaging ,2014-01-01Z,2017-12-31Z,"['030116', '030128', '030132', '030199', '030399', '030403', '030499', '030616', '030628', '030632', '030699', '039999']","['674a54ee-cefe-43a0-8008-4145ab0e9f5e', '0a6089d9-d925-4a70-b726-ca5d8cbf7167']","['f5af8a62-9241-49f1-bd56-a0aea67c9fce', '1e55d167-4192-47f4-8f54-55040f0af4d0']",[],0
f54ec4cc-8f84-432d-87bf-d4074b9e6949,Improved speech understanding in cocktail party scenarios through neuro steered hearing prostheses,2018-01-01Z,2021-12-31Z,"['030127', '030406', '030627', '020601', '020602', '020603', '020604', '020699']","['4a8fe3be-4efa-4bee-87f7-bf90880b3ab3', '29db9c55-d2ab-4f3b-bbb6-78dca4944aa5']","['fe50c4d2-1aac-43b8-9e78-dd1a4ae2ec4f', '768b5724-dae3-4a6d-96fb-8dab4e108494']",[],0
d9f8b9f9-9db2-453a-83f8-3dc253b91349,An interdisciplinary study on the role of the HLA genes and T cell diversity as risk factors for herpes zoster ,2018-01-01Z,2021-12-31Z,"['010207', '010603', '010607', '010611', '020803', '030102', '030121', '030202', '030301', '030303', '030602', '030621']","['a461c930-f4a1-4a49-b439-de5dfdbbe667', '7fc15c68-e753-4192-99c3-4f4504c945f3', '976411dc-b4b6-408d-89b8-be303fd3683c', 'db65ee29-04fe-419e-a5b6-1c9ea5035a9b', '1837462b-d8e8-4820-9c88-1d92285c1679']","['0fae3b9a-9c7f-49e4-956e-20e9a851a701', '12d6edf5-1295-4d53-a89c-f8954a3b56f4', '11461d04-23c1-48e1-ac00-0ee19a2e9592', 'c5794e16-6617-4225-99c7-de0a1b9ede3e', '12d6edf5-1295-4d53-a89c-f8954a3b56f4', '941890fc-26eb-47e8-9232-d0dc3c2ff75e']",[],0
