ID,Name,WoS disciplines,Disciplines,Persons,when_added
2214e239-7dbb-4086-a550-52fa8455d380,"Interactive Workspaces: Multi-user, Multi-touch, Multi-device",[],[],"['80fefe3d-a3e5-4756-8950-11247059491d', '80fefe3d-a3e5-4756-8950-11247059491d', '80fefe3d-a3e5-4756-8950-11247059491d', '80fefe3d-a3e5-4756-8950-11247059491d']",1
c9f29685-fe60-49d0-8539-cd858e318b84,Plasma membrane cholesterol is required for efficient pseudorabies virus entry,['000256718100010'],['0306'],"['b6f7bd9c-7140-415f-b428-8b47a514d247', 'bd531feb-45a6-4fbf-a0d1-e44e6b00794c', '5cfbd9cc-0c26-47e8-92c8-ae3f66481a74', '0aaf36b9-b934-48ec-b097-3fcbd8f0f9ed', '0f310027-6e2f-40b9-ac04-e9ecd9415cd9']",1
319ed1bd-2397-478b-aacc-a5f7e106e3e5,Going the whole hog,[],[],['b6f7bd9c-7140-415f-b428-8b47a514d247'],1
64e04914-4ccd-4151-877d-991d34754565,"Genome Sequence of EU-Unauthorized Genetically Modified Bacillus subtilis Strain 2014-3557 Overproducing Riboflavin, Isolated from a Vitamin B2 80% Feed Additive",[],[],"['082b880d-29ab-4399-982b-54ef1b21dacb', '3cf47c3c-114b-4796-a437-0e874046052f', '343c26b9-a412-448b-849c-434fe0ccf34b', '82a8c2d5-eaff-406d-91a0-6898ab88ae7b', '9f247ab1-8a52-4483-aded-68b1da6416f8', 'da5bebc8-dd81-42d0-a47b-89e65b67ccae', '21a22ebb-38ba-4032-a052-2c5ae458ee8b', '590ff20c-ce2a-4b38-9bb0-298d15cf12a3']",1
643b58a3-c561-4cc6-8e16-97bf5f94a351,GATS and domestic regulation: the right to regulate and trade liberalization,[],[],"['8d991f4d-1e5d-46e7-befa-a009b746cbaa', 'cd0bc3c3-1dbe-465c-9413-6a71440f4f6d', '19aaff3d-3fd4-4146-a3a5-5391bc229ae0', 'f688e805-7765-4dd6-9def-9afbb88a10eb']",1
294983c2-53c1-46ce-b002-862e0fbd0828,ReWiRe: Designing reactive systems for pervasive environments,['000258912000015'],[],"['8a66728f-b7e9-4436-b62d-80869d7100e0', '8a66728f-b7e9-4436-b62d-80869d7100e0', '8a66728f-b7e9-4436-b62d-80869d7100e0', '8a66728f-b7e9-4436-b62d-80869d7100e0', 'eb3c636c-f1a6-4ab6-8fdd-62dbbd37a716', 'eb3c636c-f1a6-4ab6-8fdd-62dbbd37a716', 'eb3c636c-f1a6-4ab6-8fdd-62dbbd37a716', 'eb3c636c-f1a6-4ab6-8fdd-62dbbd37a716', '01809df1-01f0-4361-bcda-8b763f56a4be', '01809df1-01f0-4361-bcda-8b763f56a4be', '01809df1-01f0-4361-bcda-8b763f56a4be', '01809df1-01f0-4361-bcda-8b763f56a4be']",1
d8137a5d-c3d2-41d9-af90-cccf363e03fb,Unaltered diabetes presentation in NOD mice lacking the vitamin D receptor,['000252178800034'],"['0306', '0306']","['01c0fe09-cfd7-4570-b1c5-2e709738b6c7', 'd2e94a50-89c4-40bb-ab2a-f4de60a1c7e6', '20defeaa-7bfe-4ff1-85b1-f2f9300a21fe', '5d01c66b-3f1d-4c53-a9b1-59f175d064e7', 'af1f2f60-fb25-475e-b0c7-0f50c94637db', '77f4617c-b160-49aa-a015-2fd18852b889', 'bd703768-55a0-4afe-b150-1bf22e2df985', '7298b9cb-e762-49f5-a211-50d4d3e25cc3', '1264f638-7678-4b22-ae52-2d0ff84673db']",1
3b353f32-a8f4-481f-8f17-5f17bd925add,Towards Tool-Support for Robot-Assisted Product Creation in Fab Labs,[],[],"['1086a6a5-8106-48ce-96d6-4f5a3c6a41b2', '1086a6a5-8106-48ce-96d6-4f5a3c6a41b2', '1086a6a5-8106-48ce-96d6-4f5a3c6a41b2', '1086a6a5-8106-48ce-96d6-4f5a3c6a41b2', '26c93cef-8153-433e-8e33-dc0e646ced43', '26c93cef-8153-433e-8e33-dc0e646ced43', '26c93cef-8153-433e-8e33-dc0e646ced43', '26c93cef-8153-433e-8e33-dc0e646ced43', '951aa85c-7136-41fa-9aec-799b0f53896c', '951aa85c-7136-41fa-9aec-799b0f53896c', '951aa85c-7136-41fa-9aec-799b0f53896c', '951aa85c-7136-41fa-9aec-799b0f53896c', 'eb3c636c-f1a6-4ab6-8fdd-62dbbd37a716', 'eb3c636c-f1a6-4ab6-8fdd-62dbbd37a716', 'eb3c636c-f1a6-4ab6-8fdd-62dbbd37a716', 'eb3c636c-f1a6-4ab6-8fdd-62dbbd37a716', 'b968b1db-c4ef-4f63-aa6d-53384bd32c7d']",1
ddf59c23-b5ab-43cf-a1eb-52cd22298d5f,Insulin treatment in IA-2A-positive relatives of type 1 diabetic patients,['000270775300010'],['0306'],"['7298b9cb-e762-49f5-a211-50d4d3e25cc3', '7ab34a49-1aa5-4033-be71-4279e840f6b4', '99bb8ef2-d97c-4535-9ba2-c43fce600797', 'b62cece0-f3e4-4078-8d6f-f388d86bdc7f', '1eee6953-0234-41a7-af6e-67c27ff109f8', '6a87f268-a733-48d6-aa03-0897a449596d', 'cf21b21a-4a8c-458a-96f4-ee3867cf4e05', 'b0afb805-a200-42ad-8fdc-dd41e75ca862', '78f799e7-bb82-4efb-b689-b4d2b2d69195']",1
66550c16-3e2f-4a09-b967-9f5d4daa24fb,A Grounded Approach for Applying Behavior Change Techniques in Mobile Cardiac Tele-Rehabilitation,[],[],"['db1984a6-95c1-42ea-9f3f-4118b89918c0', 'db1984a6-95c1-42ea-9f3f-4118b89918c0', 'db1984a6-95c1-42ea-9f3f-4118b89918c0', 'db1984a6-95c1-42ea-9f3f-4118b89918c0', '8daf1051-1d7b-4c10-ba30-7892b3ece3f1', '8daf1051-1d7b-4c10-ba30-7892b3ece3f1', '8daf1051-1d7b-4c10-ba30-7892b3ece3f1', '4c962a4d-ad60-43fe-8f8b-f2014d55181a', '4c962a4d-ad60-43fe-8f8b-f2014d55181a', '4c962a4d-ad60-43fe-8f8b-f2014d55181a', '4c962a4d-ad60-43fe-8f8b-f2014d55181a', '0b01d217-ad57-41c7-b2af-f884212f7b3e', '0b01d217-ad57-41c7-b2af-f884212f7b3e', '0b01d217-ad57-41c7-b2af-f884212f7b3e', 'eb3c636c-f1a6-4ab6-8fdd-62dbbd37a716', 'eb3c636c-f1a6-4ab6-8fdd-62dbbd37a716', 'eb3c636c-f1a6-4ab6-8fdd-62dbbd37a716', 'eb3c636c-f1a6-4ab6-8fdd-62dbbd37a716', '01809df1-01f0-4361-bcda-8b763f56a4be', '01809df1-01f0-4361-bcda-8b763f56a4be', '01809df1-01f0-4361-bcda-8b763f56a4be', '01809df1-01f0-4361-bcda-8b763f56a4be']",1
c218d83d-5818-4f20-b687-293ed745fd0b,Get Your Requirements Straight: Storyboarding Revisited,['000270204900059'],[],"['4c962a4d-ad60-43fe-8f8b-f2014d55181a', '4c962a4d-ad60-43fe-8f8b-f2014d55181a', '4c962a4d-ad60-43fe-8f8b-f2014d55181a', '4c962a4d-ad60-43fe-8f8b-f2014d55181a', 'eb3c636c-f1a6-4ab6-8fdd-62dbbd37a716', 'eb3c636c-f1a6-4ab6-8fdd-62dbbd37a716', 'eb3c636c-f1a6-4ab6-8fdd-62dbbd37a716', 'eb3c636c-f1a6-4ab6-8fdd-62dbbd37a716', '01809df1-01f0-4361-bcda-8b763f56a4be', '01809df1-01f0-4361-bcda-8b763f56a4be', '01809df1-01f0-4361-bcda-8b763f56a4be', '01809df1-01f0-4361-bcda-8b763f56a4be']",1
ac4e0818-d4e7-4c75-8148-5ebc4648f26d,Long-Term Effects of Gastric Bypass Surgery on Psychosocial Well-Being and Eating Behavior,['000359482703530'],"['0306', '0306']","['b51fee7d-846b-4c81-b9ff-400202bab4f6', 'f62d17d2-b737-4391-bea4-979b843e2eb5', 'd4367a0c-ec4d-4054-b62e-77ddade60375', '7298b9cb-e762-49f5-a211-50d4d3e25cc3', 'a772f0c4-92ff-46b1-84b0-7ccb4ea10e12', 'c0ea35e4-4717-439d-beb9-91b47bd7b2e0', '675891ca-e713-4c18-b00d-fd61d50c5326', '76cc5098-8395-44c7-83c8-f4c096b45eb6', '172172a7-0aed-41b1-b03f-2797d8b28203']",1
34ad2529-1ed2-4d9f-9ca0-92ac5d0fd581,Phylogenomic analysis and antimicrobial susceptibility data of Mycoplasma bovis from different Belgian cattle production systems,[],[],"['54db1602-7952-4ed9-bb1d-dfd6bac86e82', '02b97c79-0126-4f82-b336-6d665c4fa060', 'b6f7bd9c-7140-415f-b428-8b47a514d247', '497504eb-f876-457a-bab9-a4b2b676d5d4', '497504eb-f876-457a-bab9-a4b2b676d5d4', 'd84e5259-4089-4bf8-adb1-4e69c812b74a', '147b5b4d-47b4-42c6-ae23-00311220fa39', '7e393b38-d42d-4d20-b839-5bc07ed0efed', 'ac978665-8bc9-41ce-9057-902c0d87a335', '0fdb33b8-ab23-4b48-b575-405c4aca9fa7']",1
ea08ae94-f969-4c23-805f-018f9faa72d7,A doubly robust test for gene-environment interaction in family-based studies of affected offspring,['000275243900003'],"['0501', '0303']","['1592bfa9-0dfd-4a92-8f2b-6c54420fcf5a', '0e372ef9-b178-4350-b169-2b8a6a475e9b', '3ff17754-06d2-496c-bfbc-ca5821e0e06d']",1
b96e5183-390b-48b0-aa53-5c67805a73af,Murine bone marrow chimeras developing autoimmunity after CTLA-4-blockade show an expansion of T regulatory cells with an activated cytokine profile,['000281880600008'],['0306'],"['79e3a2b8-9e76-4478-9e30-152b6800394e', 'd089a3d3-ea8f-49ba-8442-5ef46ac858f6', '74cfbce9-44e3-4228-9b09-7ee5394c3467', '7298b9cb-e762-49f5-a211-50d4d3e25cc3', 'ff6b7ec1-77dd-4f52-a5f8-6d554174135f', 'af1f2f60-fb25-475e-b0c7-0f50c94637db', '0236c3f5-831f-45b0-ac6c-8379b7862988', '7c8c4a3c-1588-426b-a60d-2df000e93cee', 'bbd41510-368c-44c1-be90-e88bdd90df53', 'bdf8c249-225b-4288-8670-a599b2f91e4c']",1
577ffc80-1708-4759-ae87-88461eb57195,Statistical Methods for Analyzing DNA and PamChip Microarray Data,[],[],"['d863f0b6-41ad-4d61-9e4b-f8464d23aa66', '0c2866e8-f377-4922-bfa5-b09584c67fb4', 'a76c13c4-effb-491a-bc83-79fa0a15e0ef', 'eb3d9780-db85-4532-9320-c17fbf6f52bc']",1
c100e259-13bf-4d4f-8dc3-690538647199,"Human T lymphocytes are direct targets of 1,25-dihydroxyvitamin D(3) in the immune system",['000280600200047'],"['0306', '0306']","['674a54ee-cefe-43a0-8008-4145ab0e9f5e', '20defeaa-7bfe-4ff1-85b1-f2f9300a21fe', 'd2e94a50-89c4-40bb-ab2a-f4de60a1c7e6', '77f4617c-b160-49aa-a015-2fd18852b889', '01c0fe09-cfd7-4570-b1c5-2e709738b6c7', '7298b9cb-e762-49f5-a211-50d4d3e25cc3', '012d0e9d-9764-4ec7-81ba-eddcecf17a78']",1
860dc610-75cc-4334-bb4e-c23191056cf9,Canagliflozin reduces both HbA(1c) and body weight in patients with type 2 diabetes on background dipeptidyl peptidase-4 inhibitors or glucagon-like peptide-1 agonists,['000359820900187'],"['0306', '0306']","['7298b9cb-e762-49f5-a211-50d4d3e25cc3', '8b71b9e6-a13f-4331-be7f-b6764aff6bda', 'd307a939-1487-4cd1-97ae-048e1dd576e6', '1ea79e04-836c-4ecb-b616-ec0ae7189b4e', '178bf093-1497-4ccc-be57-9e9a61836698', '1dc67667-6254-4b92-b676-6354020d7f8a']",1
2fd0aaa2-563d-4b2c-9272-9c521d85ce2c,Upholding the Rule of Law in Informal International Lawmaking Processes,['000333319600004'],['0505'],"['bb5e6de5-41f2-4041-b172-c2ffc69a8b05', '8d991f4d-1e5d-46e7-befa-a009b746cbaa', '173584b2-c5d9-4bbf-be21-2b6e9be7bb40', 'f4aabc17-b8de-430d-8533-79c57105fb5f']",1
21c76e22-d4fc-41f3-8506-358494554eba,"Comparison of insulin degludec with insulin glargine in insulin-naive subjects with Type 2 diabetes: a 2-year randomized, treat-to-target trial",['000329269200005'],"['0306', '0306']","['7298b9cb-e762-49f5-a211-50d4d3e25cc3', 'bf824821-8e26-46be-b1d4-247c5ac6359d', '7e2728a5-6026-4d69-8a12-4a288495a634', 'c6cfba36-347a-47ef-8661-bf07c4d49068', '1d325890-6b0a-48d7-8ebc-fb0255ca0264', 'd2af3d03-9d7f-4100-a3ca-bbf9cf29f027', '465affbc-0be9-4f97-b004-e4a9257ebada', 'ec66c21d-9284-41d8-afe2-96322e39f631', 'efca4fd5-d48e-480c-b02f-14d6a829b6e1']",1
21491bee-137f-49fe-be80-60a3496d4ff6,"ZAP, a CCCH-type zinc finger protein, inhibits porcine reproductive and respiratory syndrome virus replication and interacts with viral Nsp9",['000466417500001'],['0306'],"['b6f7bd9c-7140-415f-b428-8b47a514d247', '53eb3138-e94d-4818-a20d-4ee07436333d', 'e9c775a7-f7c2-487e-9ef3-59b9f0d67ef2', 'd7416ae8-d689-4752-b235-107f2c600435', '16b4523b-f181-4b29-b7ac-de6a3ec80534', 'e2ad1a5b-4897-4928-a5a5-47e1a45d3ac9']",1
af2f0826-1e6f-46e4-9881-d7e33fa9591d,JESP Symposium: The European Union&#39;s global social role,['000265218600001'],"['0506', '0507']","['8d991f4d-1e5d-46e7-befa-a009b746cbaa', '8234875a-66eb-4ca3-8bd7-1e749ce11570', '135bfc40-7a05-4c88-8f9a-3818dd85bb14', '55d2e5bb-b4f0-4ecb-b304-86fbc10f7cff', '5fbe8d93-13d6-4fb5-8036-811d7cf6094b', '05d8df3e-aca5-42ab-b569-8ed38c6918d3']",1
e926c4d9-e9f4-42af-88d1-29599cb5873c,Efficacy of vildagliptin versus sulfonylureas as add-on therapy to metformin: comparison of results from randomised controlled and observational studies,['000337498700006'],"['0306', '0306']","['7298b9cb-e762-49f5-a211-50d4d3e25cc3', 'b5d0a379-2f34-4a01-9b81-516f2339358a', '2b0d39c1-8787-49fd-a2e5-16aa03fb8e32', '0035e3b0-7f13-4b43-a76b-f715370fb4f3', '099fab3c-19f7-421a-a086-9ab4ea7528cb']",1
cc0a9dea-d82a-4502-8619-e94ddb102ed4,Capturing Design Decision Rationale with Decision Cards,['000452466200029'],[],"['66f1e3ec-62b4-4767-a0d3-cf5535ac7f07', '66f1e3ec-62b4-4767-a0d3-cf5535ac7f07', '66f1e3ec-62b4-4767-a0d3-cf5535ac7f07', '66f1e3ec-62b4-4767-a0d3-cf5535ac7f07', '0c33e04d-a9f2-4261-9a74-67889f4bd315', '0c33e04d-a9f2-4261-9a74-67889f4bd315', '0c33e04d-a9f2-4261-9a74-67889f4bd315', '0c33e04d-a9f2-4261-9a74-67889f4bd315', '4c962a4d-ad60-43fe-8f8b-f2014d55181a', '4c962a4d-ad60-43fe-8f8b-f2014d55181a', '4c962a4d-ad60-43fe-8f8b-f2014d55181a', '4c962a4d-ad60-43fe-8f8b-f2014d55181a', 'eb3c636c-f1a6-4ab6-8fdd-62dbbd37a716', 'eb3c636c-f1a6-4ab6-8fdd-62dbbd37a716', 'eb3c636c-f1a6-4ab6-8fdd-62dbbd37a716', 'eb3c636c-f1a6-4ab6-8fdd-62dbbd37a716', '01809df1-01f0-4361-bcda-8b763f56a4be', '01809df1-01f0-4361-bcda-8b763f56a4be', '01809df1-01f0-4361-bcda-8b763f56a4be', '01809df1-01f0-4361-bcda-8b763f56a4be']",1
1f8a427e-33b0-412e-b968-373e81f296dd,ReHoblet – A Home-Based Rehabilitation Game on the Tablet,['000389583600075'],[],"['93b292ed-31ee-4245-8efb-0304f59a3ea5', '93b292ed-31ee-4245-8efb-0304f59a3ea5', '93b292ed-31ee-4245-8efb-0304f59a3ea5', '93b292ed-31ee-4245-8efb-0304f59a3ea5', 'bf1cc41f-2d98-46cb-a7c4-1bd92a24f2ee', 'bf1cc41f-2d98-46cb-a7c4-1bd92a24f2ee', 'bf1cc41f-2d98-46cb-a7c4-1bd92a24f2ee', 'bf1cc41f-2d98-46cb-a7c4-1bd92a24f2ee', 'eb3c636c-f1a6-4ab6-8fdd-62dbbd37a716', 'eb3c636c-f1a6-4ab6-8fdd-62dbbd37a716', 'eb3c636c-f1a6-4ab6-8fdd-62dbbd37a716', 'eb3c636c-f1a6-4ab6-8fdd-62dbbd37a716', '01809df1-01f0-4361-bcda-8b763f56a4be', '01809df1-01f0-4361-bcda-8b763f56a4be', '01809df1-01f0-4361-bcda-8b763f56a4be', '01809df1-01f0-4361-bcda-8b763f56a4be']",1
9a7a170a-d8ff-4626-b9fc-4091fc7fe087,Small molecules for interference with cell-cell-communication systems in gram-negative bacteria,['000260033200006'],"['0306', '0104', '0305']","['9dc19e81-7e2c-4712-b8ce-3c8dcc4b83d7', '082b880d-29ab-4399-982b-54ef1b21dacb', '1979eabb-80ab-4273-a84e-9066c8c81fac', 'be29c71d-8643-465c-aae4-4ce5ba6352c5']",1
1f12a229-424d-4efd-bf2d-831228331e99,Genetic diversity of porcine reproductive and respiratory syndrome virus isolates in Flanders,[],[],"['01ef706a-5757-4dd1-92bb-902a1f390d47', '6472de26-7ff9-461b-84ee-e96f9f659a8c', 'b6f7bd9c-7140-415f-b428-8b47a514d247', '00b9c8a1-79a9-47e6-891c-9e23514b289f', 'c340b359-8db1-49ed-835b-c4baae3b1061', '0487dc8f-a748-45e5-8996-55a5afa6fc48']",1
d53efa93-553d-491a-93c5-71c0f0599eb1,"Van strijdkrachten, terroristen en het Belgisch strafrecht",[],[],"['8d991f4d-1e5d-46e7-befa-a009b746cbaa', '474d9c4d-4ff0-4baf-bf68-dc4591be4135']",1
efaf248c-3e7d-47e3-bf11-434ff912cfbb,Pseudorabies virus US3-mediated inhibition of apoptosis does not affect infectious virus production,['000277761100003'],['0306'],"['a3b9900f-65ac-4132-9ac6-b59fa37ba5da', '25b17ddc-b7ac-4ac2-bad2-7615c5a7b443', 'cefbd0ad-3d63-416d-b211-a2c08d8284e1', 'b6f7bd9c-7140-415f-b428-8b47a514d247', 'bd531feb-45a6-4fbf-a0d1-e44e6b00794c']",1
6319ce24-72de-4614-9bda-44518b50ca0a,Het transmurale zorgtraject diabetes mellitus type 2,[],[],"['725e76c3-bd07-4498-822c-938ea6e60d4e', '7298b9cb-e762-49f5-a211-50d4d3e25cc3']",1
bb23d5f0-d112-4513-895d-ec945e6db41a,Modulating the natural history of type 1 diabetes in children at high genetic risk by mucosal insulin immunization,['000261100300002'],['0306'],"['7298b9cb-e762-49f5-a211-50d4d3e25cc3', '7dfd2d66-574c-41af-8704-fcce48af11e8', '06052c4d-7fda-4ce7-9b03-95d5989e1d9c', 'a5add886-5e62-47c3-a9f4-cef349f365fe']",1
b8ac701c-de6d-478b-a323-42083188caf9,Integrating serious games and tangible objects for functional handgrip training: A user study of Handly in persons with Multiple Sclerosis,['000390478300088'],[],"['93b292ed-31ee-4245-8efb-0304f59a3ea5', '93b292ed-31ee-4245-8efb-0304f59a3ea5', '93b292ed-31ee-4245-8efb-0304f59a3ea5', '93b292ed-31ee-4245-8efb-0304f59a3ea5', '7bc0b707-b3de-42c6-b4fb-82bdac475710', '7bc0b707-b3de-42c6-b4fb-82bdac475710', '7bc0b707-b3de-42c6-b4fb-82bdac475710', '7bc0b707-b3de-42c6-b4fb-82bdac475710', 'c8f26b97-f262-4eca-a24a-afca11ecc718', 'c8f26b97-f262-4eca-a24a-afca11ecc718', 'c8f26b97-f262-4eca-a24a-afca11ecc718', 'c8f26b97-f262-4eca-a24a-afca11ecc718', 'eb3c636c-f1a6-4ab6-8fdd-62dbbd37a716', 'eb3c636c-f1a6-4ab6-8fdd-62dbbd37a716', 'eb3c636c-f1a6-4ab6-8fdd-62dbbd37a716', 'eb3c636c-f1a6-4ab6-8fdd-62dbbd37a716', '01809df1-01f0-4361-bcda-8b763f56a4be', '01809df1-01f0-4361-bcda-8b763f56a4be', '01809df1-01f0-4361-bcda-8b763f56a4be', '01809df1-01f0-4361-bcda-8b763f56a4be']",1
f20de288-54ce-4332-bd34-be6ab8c36a43,"Network-based functional modeling of genomics, transcriptomics and metabolism in bacteria",['000296945800015'],['0306'],"['0bc67860-8a83-43ec-b5f6-ddea01abafa2', 'eb3d9780-db85-4532-9320-c17fbf6f52bc']",1
9a50ade1-1854-457f-bc20-04f48677967a,The international legal framework against corruption: Achievements and challenges,['000213539100008'],[],"['8d991f4d-1e5d-46e7-befa-a009b746cbaa', '017fff71-4530-4e89-8095-b16bf36131bc', '209c6df6-bbf1-4460-9092-8729b776c84c']",1
caab4daf-c39b-4a8a-b2b1-a3bf44bb1c23,"vitamin D analog, TX527, promotes a human CD4&#43;CD25highCD127-/dim regulatory T cell profile and induces a migratory signature specific for homing to sites of inflammation",['000285688700020'],['0306'],"['674a54ee-cefe-43a0-8008-4145ab0e9f5e', 'b83be83e-8fbb-4724-be1d-adf02eb3083e', '20defeaa-7bfe-4ff1-85b1-f2f9300a21fe', '77f4617c-b160-49aa-a015-2fd18852b889', '97d0a348-aa02-478c-99ee-0aafc41df8a7', 'af1f2f60-fb25-475e-b0c7-0f50c94637db', 'fdd920d0-991c-4709-b23b-6859158572c6', '01c0fe09-cfd7-4570-b1c5-2e709738b6c7', '7298b9cb-e762-49f5-a211-50d4d3e25cc3']",1
06fa561c-5b81-477a-ba4e-1e5d9624b8fa,Immunological biomarkers for the development and progression of type 1 diabetes,['000446122800002'],"['0306', '0306']","['7298b9cb-e762-49f5-a211-50d4d3e25cc3', '5d837c4a-e5ac-4506-b29c-401993d57380', 'a243b587-93ec-4a39-bb8f-69a361d482b5', '5b407f23-aa31-4ea8-8d76-78f563b50288', '4fb55e4e-e85b-41cb-8032-2a76fd3569fa']",1
7b9ea44f-d0ff-4741-8988-f6acadcfe15b,"Effect of Continuous Glucose Monitoring on Glycemic Control, Acute Admissions and Quality of Life: A Real-World Study",['000428808700046'],['0306'],"['e030bd50-0639-49f8-bd43-d720f2356680', '7298b9cb-e762-49f5-a211-50d4d3e25cc3', '4040d5df-0352-438d-874e-12f7de2475c2', 'fa5fad65-2162-4f65-b837-324d85ca4518', '229df849-62a2-45f1-8755-615be6cf44e3', '334dd3df-4985-4a02-b0a1-d0401f9e5069', 'a16f7df2-718b-47e5-883c-faa57a0883cc', '9637ae16-3b28-4751-810d-82470845d5e3', '3afe4dab-6222-4f44-8367-868d4cab2970', '6c199d79-f283-4412-b126-ed9b112e23d1', 'e7213c29-1f42-4914-b409-3c44c7dc725f', '67613ca9-045f-4c9e-bbde-d0a20f11953e', 'a8f70f34-dc9d-4f61-9030-3afe52f7cf80']",1
f3eed5f7-e01f-40ad-b171-32701a074ae3,Natural direct and indirect effects on the exposed : effect decomposition under weaker assumptions,['000314236200003'],"['0106', '0501', '0303']","['0e372ef9-b178-4350-b169-2b8a6a475e9b', '8600bf51-43f9-45cd-a5e9-ffe2432074c1']",1
0968ff46-ee62-44f2-b2c7-a66d21b5a129,On a Journey from Message to Observable Pervasive Application,['000393274800032'],[],"['8a66728f-b7e9-4436-b62d-80869d7100e0', '8a66728f-b7e9-4436-b62d-80869d7100e0', '8a66728f-b7e9-4436-b62d-80869d7100e0', '8a66728f-b7e9-4436-b62d-80869d7100e0', 'eb3c636c-f1a6-4ab6-8fdd-62dbbd37a716', 'eb3c636c-f1a6-4ab6-8fdd-62dbbd37a716', 'eb3c636c-f1a6-4ab6-8fdd-62dbbd37a716', 'eb3c636c-f1a6-4ab6-8fdd-62dbbd37a716', '01809df1-01f0-4361-bcda-8b763f56a4be', '01809df1-01f0-4361-bcda-8b763f56a4be', '01809df1-01f0-4361-bcda-8b763f56a4be', '01809df1-01f0-4361-bcda-8b763f56a4be']",1
7425d2fc-d62c-4b77-8731-7d35ddfc8d1d,Residence of Individuals in EU Law,[],[],"['8d991f4d-1e5d-46e7-befa-a009b746cbaa', '207ceb74-0a5e-4766-afec-eb9c66d35c4c']",1
727fba5a-52d5-4e2e-abf4-970548dfa2e6,Understanding type 1 diabetes through proteomics,['000404910200004'],['0306'],"['0f3f2b68-23c6-4fe0-874f-db7b32c2e674', 'f327f379-3273-43de-801d-3f1b18e44f25', '7298b9cb-e762-49f5-a211-50d4d3e25cc3', '20defeaa-7bfe-4ff1-85b1-f2f9300a21fe']",1
f711108e-07be-4438-85fc-e3cba7921757,Multinational Corporations in International Law,['000385714900011'],[],"['8d991f4d-1e5d-46e7-befa-a009b746cbaa', '624bbaa9-e259-45d5-9da4-5a925db439c1', '2834144a-b8ca-43d3-ad36-a9ac310fe08d', 'b64aab01-bdd6-4169-9b08-708e89396599', '8106b619-ee41-4429-baff-f3df9f98d16e']",1
34d06b4a-9fc3-430e-95d2-d2559b9b8421,Effect of dose and challenge routes of Vibrio spp. on co-infection with white spot syndrome virus in Penaeus vannamei,['000265705900009'],"['0401', '0107']","['b6f7bd9c-7140-415f-b428-8b47a514d247', 'd6e0b540-cce3-44fb-bb14-ce16036864d3', 'cd1750f0-36dd-49b0-8a5a-01cb13704273', 'cd1750f0-36dd-49b0-8a5a-01cb13704273', 'e86c07d3-f13b-4ccb-a4b8-0a6a14129d65', 'e86c07d3-f13b-4ccb-a4b8-0a6a14129d65', 'e9e7f312-d761-4cc7-97c1-227d94ced892', '65b3f023-53fc-4d1a-9584-06d5c74769fb', 'cd0535b7-959c-4091-ac74-b1431d3d5147', '4ece7dcf-5601-4ed8-b4a9-eb66a766d23e']",1
e2ff053a-fa33-4a8d-b1e0-841b102fe54e,FabR regulates Salmonella biofilm formation via its direct target FabB,['000372544000003'],"['0306', '0306']","['0fbb9f72-07ed-4ff5-8a5a-4e3358564c18', 'bd1b1382-9e0a-49e6-9a4a-304a8b728aea', '3cc2fefe-dca5-42c9-99e6-0aedb89cef6e', 'eb3d9780-db85-4532-9320-c17fbf6f52bc', 'be29c71d-8643-465c-aae4-4ce5ba6352c5', 'aaff2a49-d8ea-43db-83a2-bbdacaac7028', 'e5eb21b3-11d9-4538-b499-4a7a8e0d3f7b', '0f0b01e3-b2a1-457f-90d5-d56c1881971e', 'e3d40e8d-5908-4220-a2ac-527d4e0c2572']",1
bd74de12-0cdb-4ff1-937f-7e051151217a,Cigarette Smoking Affects Alveolar Macrophage Function In Vitamin D Deficient And Vitamin D Sufficient Mice,['000209838401490'],"['0306', '0304']","['3a930717-ce6f-497c-9265-51f8ce80b342', '674a54ee-cefe-43a0-8008-4145ab0e9f5e', 'fff1a05f-8e36-4d0c-bd22-4a8ac6a92b7f', '6d00849d-d382-4bf5-8837-9644bf9c16dc', '7298b9cb-e762-49f5-a211-50d4d3e25cc3', 'f074d357-324f-450c-b4d0-1dae8af5616e', '8fa2c436-dff1-4981-88d2-cbe4b617dca6', '3097558e-1f96-44ad-aa60-cd0db2757963', 'd75c6e67-dc67-4122-8c0d-fad3e5cc18b9', '17ff469b-6c4d-4215-830b-8389c0b1fc04']",1
a54e4a35-ad85-4f36-9696-717e51db017b,Impact on Experimental Colitis of Vitamin D Receptor Deletion in Intestinal Epithelial or Myeloid Cells,['000405105100036'],['0306'],"['8e4593a7-9f9a-4287-a55a-9272e7345aaf', '183c1ace-9c68-48bc-8fb5-379a7f1fc925', '842cc561-6003-4b7d-a04b-b18b81a19ff5', '01c0fe09-cfd7-4570-b1c5-2e709738b6c7', '7298b9cb-e762-49f5-a211-50d4d3e25cc3', '8679c94a-7fe6-480b-a454-2e039c8d3bd0', '77f4617c-b160-49aa-a015-2fd18852b889', '592b7a8d-3ef1-463b-8ef4-6e6128d71e6e']",1
a8ec7f95-3a43-446a-87a0-48a80c90ec7d,Parliamentary Cooperation and Diplomacy in EU External Relations. An Essential Companion,[],[],"['29c37a5a-3e61-4007-a282-0cd162ae3ca4', '8d991f4d-1e5d-46e7-befa-a009b746cbaa', '3fd844a8-8c57-41af-a0e1-6c3ba21cf74b']",1
