ID,Name,Disciplines,Projects,Organisations,Publications,when_added
549ab6d7-a3fb-4c2e-a8d2-92af3c27be05,Barbara Cesar Machado,[],[],[],"['98c3aba7-c2fc-4929-8650-6196bcb7e4be', '3a3d797c-2c3a-4052-918f-c1cd6deb6782']",1
cb3ea485-4c73-4689-b431-6347a7e7d775,Inge Zink,"['030123', '030623', '050103', '050105', '050106']","['9a1bb476-9664-4238-9407-1c2204c3beb6', 'a9720adb-33c1-4ef3-b89f-42d828ba0225', '90b0f161-0647-4d7e-9906-06e27996b856', 'c4ac15b6-09ab-4e10-80fc-1ff4870a93e1', 'b0301fc7-415d-409b-b893-563e56b04bb6', '543552aa-843d-447c-88ab-47c01472018a', '3e202ec9-64f3-4d07-a163-2d83625eebe7', '1350c857-5bea-49fb-b6e4-73a1dcad3bde', '7b50ecb4-6626-4750-955c-ba1f4b666589']",['fe50c4d2-1aac-43b8-9e78-dd1a4ae2ec4f'],"['ef6a4359-deef-4a9b-980a-ba45a6632f6e', '37045836-0d9a-4209-aef2-82f177162711', 'f141b8f2-9d55-42f1-8db0-311d4f411432', 'cacce932-f66d-424c-bc86-bc6f9976d2d8', '9fa9c22c-0ee1-4d52-b405-8423b1827d82', '1aba8b03-5e00-4c7b-a838-69caea6c35bc', '6a9269be-0e8d-473f-ae0d-0a5bf81921cb', 'bbedae58-e637-42b4-a39d-cb6bbf12be5f', '4a76b94a-60ed-41b4-b487-4f76f913f8f8', '6a7b7f0d-5e69-4076-bdcb-2c3d093f7c19', '36b6044b-fdd7-4160-bd91-6c2178f6cb99', '4deb9b62-c189-4ec3-ab3d-0fb375df115c', '9393910c-6f88-4f8d-a78a-89d83f27b87a', 'a5a169af-f3e2-4152-91df-84f5fae78b05', '634aaedc-4e95-42cd-bea0-519aeb155c18', '76f510ab-7289-425b-8a68-8303f604774b', '42a45d22-49ab-49c0-96a0-51798a399c46', 'book-component:42a45d22-49ab-49c0-96a0-51798a399c46', '46fde4d8-c035-4e1b-a1fb-5443d279b7da', '1890f05b-ae05-4932-9c60-4772e223e0f9', '9f6b3c97-06f7-4753-97e5-87794360a459', '22986b8f-5517-4361-ac1a-66df0bdefb62', '4c1414b6-226a-4c86-8ec4-02f823b0984e', 'fafa0309-1809-400b-a8b5-073631d72a19', '8b91c01a-46f6-49c6-b448-d3cb70f18e40', 'eb47ef9e-e572-4e96-a4df-ef5bb0d5e94a', 'c57379b9-86b9-4e8a-accc-4122981afc88', '12533727-41c5-4a1b-80d8-5654ed00c186', '39744800-b954-418f-9b8d-cb5999126374', '8a664421-f66f-4a5a-8f62-be1f0cd5ed02', 'a9998f47-8409-45b4-936d-d3141cc27190', 'c0d970a1-9a78-449e-8e71-bf9f210dacd6', 'book-component:c0d970a1-9a78-449e-8e71-bf9f210dacd6', '44fb9965-872c-4da1-936a-4c7083aa6b31', 'book-component:44fb9965-872c-4da1-936a-4c7083aa6b31', 'bbb25138-2f13-40b0-bfde-d75fa1038fd4', 'd5e702c8-3dfd-4f12-8427-2131492c45c0', '40295e21-493b-4e7a-8290-7da986b175db', '29ae1e5a-6eb9-4aeb-9b25-731e88183ff7', 'a2257327-18eb-42b4-8a01-9029224b3725', '49f67279-68dd-4b0c-a080-ff8a023368b0', '949bf764-09b7-4342-91bc-f63d45f1c9de', '527a4737-ac4d-4ac6-8a09-694802ab8ae2', 'd787f485-58b0-436d-9aa6-3898729b2930', 'ac279ca7-8302-44f9-8888-08b398b03489', '55575954-cb0f-4332-b613-78d4c924edce', '1bb657db-49ed-4884-aa71-4f627c9fab22', 'f6b521cc-83a1-4b12-97dc-6cdcb4eb4dc6', '0d817408-f769-4793-8855-5498763cde03', '629df724-0abe-4c3e-afa8-20cce258668e', 'c1eeaafa-f358-47b2-8bb1-29533c4d799b', 'dab02aaf-3285-470c-b3d8-288e0f0d59aa', 'a8466607-99e9-4ea8-b327-26e8595eff8a', 'dc992c06-da8e-42ca-a61f-91e59ddf7214', '45881cd8-0c3e-4192-9fa5-c7c46dc536c1', '4097a220-93b0-43a9-87f9-9f7fd6b28bee', 'cfbcee6e-015f-4b28-9200-8766feab1963', '009ab247-61a3-4b6f-bb92-c053a201265d', '71b4381f-0e58-4683-a203-699ca2f4ea88', 'c8f834d7-a3b9-4bfc-9a61-226341630f66', 'b6ee3e1e-6219-449f-9574-d00c5355230a', '64046550-8880-4024-9887-814978dbcb38', 'c90587d2-e580-4f15-8fe9-60c7d923e4e7', '240ae344-04be-41df-9fdf-7b5de5fbdb55', 'fc4747a4-7a09-4a3d-ac43-893b1489ec7f', '835cb06a-fcc3-4aba-9e69-89e90b210121', 'fe781fc4-dc64-473e-90b3-2dff3e1c4921', '3c042c99-7c55-415c-a36e-dbe612ef2f44', 'c861d2a9-e060-4cf7-b72c-ffa026de890f', '91322588-8792-42b8-a2db-a7f6af4253b7', 'e090cc21-259c-4137-ad28-1732a004670b', 'f6da12ca-6537-4392-b8e2-fb039993ee6d', 'ae8d72ec-c17f-464b-b55c-492cee2deeec', 'b277bdf7-6f4a-455b-8ebe-1cad6e91c642', '542262f0-d737-4b5b-8a58-8fc66fd97b39', 'd27d6d2c-9484-43eb-9186-dcdbf92e71d5', '9d50318b-ce43-4d94-9b55-7165100c5fda', 'e492f0ff-4009-409d-a707-d77fdf761b2c', '1f6a6274-3712-4c90-ac77-f3fb92bf2efa', 'fb2ace87-c67b-4786-ad0a-2c7a6d82ad81', '62ae22ba-394a-4f66-99b9-551228270460', 'd5e587f4-a9ec-4565-bdfb-9d3383940459', '3c59d39e-08d8-4619-a2ae-3f00ddc0f6a0', '70c86e1a-5485-4d74-a85a-4590ba544dfd', 'bd5c6b24-b267-4885-bf2d-db9df3a981ac', 'ded18bc9-340a-430b-ba88-47a6b514138b', 'f38a3d3d-232f-4b5b-af74-c5700b6a2700', '57ec13c6-baec-43a8-b931-a35dd7fc3425', 'e32f8bde-f5ec-44fd-be5e-4f89200bdd51', 'book-component:e32f8bde-f5ec-44fd-be5e-4f89200bdd51', '89633e76-d850-4dac-b545-81583aeb22ad', 'a38a29c8-25b9-4c8b-9327-bc82140beb8e', '0fa22cf1-c4a1-4448-b529-b452e711dfff', '99769521-5f43-4f76-9a28-0c2a28e6aeb1', '6f7611eb-19b3-4942-b910-addb5a382a5b', '55e81008-5f66-4e95-96dd-6f2be7700eb6', 'f23fe590-4475-4810-a506-fe4b5fe85f46', '5081a275-608d-46b0-8fa3-aefc9dcb4977', '9ae025ce-5bf4-44e8-89fb-0b3ef7017b63', '67d9f207-5601-4369-8d3c-0c7825e45f13', '4431ff45-b61d-4418-a7b1-700a5adbb933', 'b3bcea40-a410-4607-b6f2-7c9ba03f3e8e', '7bc5de33-91e1-4a3a-9ca4-c622d36e81a9', '880f119d-1398-49fb-aa87-c64b9dd7481a', 'c11d230f-8425-4aa2-b251-34228031ae41', '48d80e42-7606-4503-8d3e-bc4efab3af77', 'e979b4e8-67c5-4eec-8100-8b5d1471335c', '67224308-9894-46fb-a5eb-644ba0fbdbaa', '6e48c638-7b6a-42de-9dcb-d191dbbd2a9f', 'f16375ea-6b55-484e-a6d2-2dcc359c1569', '049c8901-2614-480b-8399-57a564a9c7c5', 'b953744d-0f5f-40bb-896a-189ee59c7b05', '183dde19-2450-4010-b011-25cf77f953e5', 'b6b98a86-b78e-445d-8b27-e3eeb5521ec2', '22cae2b4-39be-4489-a365-4c42af7e5aa0', '38aaefe8-5548-47d1-b1eb-bfabc55c140e', '458a5bdc-2fa1-4df0-8e86-e568ec5dc3d4', 'e19fe64b-ed5e-4353-bdb7-20c9cf34af2c', '489140c5-fe25-496c-8013-f0c1091b7910', '5925d4bd-fa9f-431d-be3a-ab2dbf3bf442', 'book-component:5925d4bd-fa9f-431d-be3a-ab2dbf3bf442', '061ab00d-0d48-4797-9940-57ab2939cfe4', '13590497-e556-44c4-8b34-82403d9c022c', '053e6c5b-5ecd-4b82-9de6-72a942376e7b', 'bca5c85a-d939-4060-8a5f-05a018480e1b', '4d98beb2-0fee-4b8b-81b8-0c9860a202e7', '27e15410-de4a-4dd6-9f46-b8f3b131ddb2', 'ccabe787-eeca-4c10-add8-a0d0b252b746', '8f94d778-f6dd-4d2b-ad8e-829d56e23003', 'b9dd257e-9cca-4e2b-90d5-7aa322930d5c', '3a5f9b02-5744-4a14-bf8a-7a998e70c11d', '0f80cab0-249e-46c1-a910-fbdba80881eb', 'ec3265ef-5e6f-4ef0-ba79-28e6b4dfe119', '48d7b78d-5895-413f-91aa-5e52f758bcb9', '099eeab2-55a3-4c99-a97e-274890fb01b0', '4d451594-1ef8-419b-8f29-2b751e16b6fa', 'a962dfcc-d15e-4826-8eea-97539f6f1ba2', '3f38df59-b8cf-4f6e-95ca-f0e98ed71998', '494ac1df-ac3a-4dfe-a8c5-0725b4e0b7bf', 'book-component:494ac1df-ac3a-4dfe-a8c5-0725b4e0b7bf', '626f10a6-a1b3-457f-b181-6561b6460f8b']",1
35dd57c1-78ba-41d3-9e5f-b0e11c5249b9,Lotte Van Dyck,[],[],[],"['cb15301c-4139-4703-b4ac-19fd027ebe4e', 'book-component:cb15301c-4139-4703-b4ac-19fd027ebe4e']",1
f8dc8fbf-970f-4c93-a238-1ca0c2959f0f,Kim Bastaits,[],[],[],"['1cc3635e-01e2-4690-8141-0bf0a0463dcb', 'book-component:1cc3635e-01e2-4690-8141-0bf0a0463dcb']",1
7d79a307-0ae7-47e2-8c44-b6837601049e,Laura Otten,[],[],[],"['a08b4c05-50d5-4813-8eda-fda0255fd9d5', '3a3d797c-2c3a-4052-918f-c1cd6deb6782']",1
3af65204-a768-4256-a5f5-d0202bd274d8,Ulrik Dalgas,[],[],[],"['592ace02-c2ea-4017-a404-c9d999a37795', 'fc4d1416-6609-47d7-9856-92883ca3fb83']",1
ff34b03c-af4c-4ddf-93f2-e6720558f4ca,Marc Martinez-Llordella,[],[],[],"['1f6a7a9c-8ea2-4b55-b80d-5dd1f72cfdc0', 'b016c20e-2d82-4d04-bf52-ad32183423ad']",1
aa5f065d-02f6-4274-9f23-df49e5f14f01,Rachel A. Harry,[],[],[],"['11d3b7b1-c7fb-406c-9cfb-bdd16c8752c2', '89773d77-753f-4bd5-ac92-85c5ca63d591']",1
5515e289-9379-4e9a-96d9-95511ecfbd98,A Pehlivanidis,[],[],[],"['9668b6b4-b8da-4f6f-ae2b-4404e456a1fa', 'b5146693-9c7b-4ffc-a6c7-9f4d8d76d9ef']",1
09237339-8012-4653-93eb-ed216be9887c,Gunnar Juliusson,[],[],[],"['8c978aeb-e435-47a2-87f0-f1543868dad9', '0d4a46eb-c731-4e9e-a5bb-44cc169316f4']",1
