ID,Name,Start,End,Disciplines,Persons,Organisations,Publications,when_added
a74f9282-1568-41a6-a911-e4e2af6e3290,Identification and characterization of gene functions involved in synergistic interactions in a pollutant degrading multi species bacterial consortium ,2010-10-01Z,2019-02-19Z,"['020406', '020501', '020601', '020602', '020603', '020699', '020701', '020702', '020799']","['e396b91b-e0f3-410a-85a4-1bcab5d6ceb8', 'eb3d9780-db85-4532-9320-c17fbf6f52bc', '34c47e1f-48a2-4c56-981a-40d4e211465c', '274327a7-64ba-4f36-81fc-d4f90b73d084']","['e9519ece-fc8b-4742-9727-08b1c53d6d07', 'e9519ece-fc8b-4742-9727-08b1c53d6d07', '960b6e0f-81e7-49eb-9e82-c1a0423d6a51', '960b6e0f-81e7-49eb-9e82-c1a0423d6a51']",['b75f9909-b20e-4809-a6c8-41a80d8805e6'],1
19e0394f-12ca-4c46-9483-f8c3eaa9ed49,Study of the cellular protease activity in the replication cycle of the porcine reproductive and respiratory syndrome virus for the targeted development of vaccines and vaccine virus production,2011-10-01Z,2016-06-30Z,"['030616', '030620', '010608', '030120', '030116', '010611', '030216']","['ec14842d-ebe6-44c6-ab71-3a02ad8fb2c4', 'b6f7bd9c-7140-415f-b428-8b47a514d247']","['6cc5cf21-3993-4700-b404-266547b737cf', '6cc5cf21-3993-4700-b404-266547b737cf']",[],1
2ae225e6-78a9-41b5-bc31-e45a4943d05c,Deciphering the molecular pathways needed to restore monocyte dysfunction during Acute on chronic liver failure,2018-09-13Z,2022-09-13Z,"['030129', '030403', '030629', '030110', '030610', '030114', '030614']","['674a54ee-cefe-43a0-8008-4145ab0e9f5e', '43cd79ee-b5c3-4481-a1d5-f6babcf632e0', '26a1ded1-c19b-4290-8275-310b9f9d3df2', '49932137-7a35-4cda-a93e-e0ec725a2624']","['f5af8a62-9241-49f1-bd56-a0aea67c9fce', 'c1488dbe-1f72-4548-9799-32301dfedd40', 'c1488dbe-1f72-4548-9799-32301dfedd40', 'c1488dbe-1f72-4548-9799-32301dfedd40']",[],1
141960cc-f7bb-4eb0-93eb-daf586a47fa3,Bias reduced double robust estimation,2016-01-01Z,2019-12-31Z,"['010107', '010103']",['0e372ef9-b178-4350-b169-2b8a6a475e9b'],['77a340c9-7679-4f7b-99d0-8c3e366ddce7'],[],1
96d12a48-bd47-4365-847f-3d29993170b2,In search of neurophysiological markers for an auditory processing deficit in dyslexia ,2015-01-01Z,2018-12-31Z,['050502'],['8d991f4d-1e5d-46e7-befa-a009b746cbaa'],['612605e0-ead6-4e3e-b258-8a10285564f1'],[],1
8d9f60cc-c2f8-46b6-b576-62a2276cb560,Development of fast assays for the identification of SARS CoV 2 infected immune humans animals and potential human animal human transmissions,2020-04-15Z,2021-01-14Z,"['03022002', '03022007', '04020115', '03012007']","['505d734b-7819-4585-a295-9ac296d19cd0', 'b6f7bd9c-7140-415f-b428-8b47a514d247', 'ffda7952-1036-4d57-aab6-4adfcb3cc7ab']","['6cc5cf21-3993-4700-b404-266547b737cf', '6cc5cf21-3993-4700-b404-266547b737cf', '6cc5cf21-3993-4700-b404-266547b737cf']",[],1
ddc1151e-6691-4ae2-86a8-f18e768d2a75,Streetware Urban Computing Interfaces to Enhance Citizen Engagement,2013-01-01Z,2016-12-31Z,"['010103', '010202', '010203', '010204', '010205', '010206', '010207', '010208', '010209', '020801', '020802', '020803']",['eb3c636c-f1a6-4ab6-8fdd-62dbbd37a716'],['83c49bde-1d14-45a2-8ced-36a079096e62'],[],1
8bf26359-6883-4edc-bd83-84934a0e3505,The use of novel technologies with a focus on the individual needs of people living with type 1 diabetes,2020-10-01Z,2021-09-30Z,"['03020902', '03060902', '01020104']","['7298b9cb-e762-49f5-a211-50d4d3e25cc3', '229df849-62a2-45f1-8755-615be6cf44e3']","['843bb2fb-e499-4e64-b7f7-20c646bb60bd', '843bb2fb-e499-4e64-b7f7-20c646bb60bd']",[],1
c0c1ac82-aae8-47bf-b897-75ecb6ca2c96,The development of an anti immune evasion therapy for FIV,2008-01-01Z,2008-11-15Z,"['030114', '030214', '030614']","['40dfa38d-d55b-4d76-9e76-4f21e6d113e8', 'b6f7bd9c-7140-415f-b428-8b47a514d247']","['e4b3631f-abdd-45bf-a5e9-86c6f2e6e4d9', '6cc5cf21-3993-4700-b404-266547b737cf']",[],1
4303cc3f-78b3-4885-bc40-a64a980580da,IOF Mandate Mieke Haesen,2012-05-01Z,2014-12-31Z,"['0101', '0102', '0208']","['4c962a4d-ad60-43fe-8f8b-f2014d55181a', 'b469b826-4f05-4189-a188-b4613db3d775', 'eb3c636c-f1a6-4ab6-8fdd-62dbbd37a716', '01809df1-01f0-4361-bcda-8b763f56a4be']","['83c49bde-1d14-45a2-8ced-36a079096e62', '83c49bde-1d14-45a2-8ced-36a079096e62', '83c49bde-1d14-45a2-8ced-36a079096e62', '83c49bde-1d14-45a2-8ced-36a079096e62']",[],1
